rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
6629	LCOR	ligand dependent nuclear receptor corepressor	1323	849	0	0	2	0	0	0	2	2	2	3.206388e-01	1	6.900000e-01	6.853462e-01	1
6630	OR2T34	olfactory receptor, family 2, subfamily T, member 34	957	5	0	1	1	0	0	0	1	1	1	6.854158e-01	NaN	NaN	6.854158e-01	1
6631	PZP	pregnancy-zone protein	4591	6	0	0	1	0	0	0	1	1	1	6.854368e-01	NaN	NaN	6.854368e-01	1
6632	HAUS3	HAUS augmin-like complex, subunit 3	1923	114	0	0	1	0	0	0	1	1	1	6.854663e-01	NaN	NaN	6.854663e-01	1
6633	RECQL	RecQ protein-like (DNA helicase Q1-like)	2021	0	0	0	1	0	0	0	1	1	1	6.855308e-01	NaN	NaN	6.855308e-01	1
6634	PTPRS	protein tyrosine phosphatase, receptor type, S	5995	22	0	0	2	0	0	0	2	2	2	3.208450e-01	1	6.630000e-01	6.855806e-01	1
6635	PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	2416	82	0	1	1	0	0	0	1	1	1	6.856449e-01	NaN	NaN	6.856449e-01	1
6636	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	2928	3	0	0	2	0	0	0	2	2	2	3.209934e-01	1	8.820000e-01	6.857493e-01	1
6637	RYR1	ryanodine receptor 1 (skeletal)	15537	11	0	2	6	1	0	0	7	7	7	3.210584e-01	1	7.840000e-01	6.858232e-01	1
6638	IL15RA	interleukin 15 receptor, alpha	828	801	0	0	1	0	0	0	1	1	1	6.858471e-01	NaN	NaN	6.858471e-01	1
6639	RGPD5	RANBP2-like and GRIP domain containing 5	22463	15	0	0	0	0	0	3	3	1	3	3.211978e-01	1	9.730000e-01	6.859815e-01	1
6640	SEC14L1	SEC14-like 1 (S. cerevisiae)	2226	66	0	0	0	0	0	1	1	1	1	6.862389e-01	NaN	NaN	6.862389e-01	1
6641	CDH19	cadherin 19, type 2	2359	101	0	0	1	0	0	0	1	1	1	6.863118e-01	NaN	NaN	6.863118e-01	1
6642	MYO19	myosin XIX	4118	6	0	0	1	0	0	0	1	1	1	6.863416e-01	NaN	NaN	6.863416e-01	1
6643	OTUB1	OTU domain, ubiquitin aldehyde binding 1	840	1000	0	0	1	0	0	0	1	1	1	6.863534e-01	NaN	NaN	6.863534e-01	1
6644	GAL3ST3	galactose-3-O-sulfotransferase 3	1300	1000	0	0	1	0	0	0	1	1	1	6.863990e-01	NaN	NaN	6.863990e-01	1
6645	PXDNL	peroxidasin homolog (Drosophila)-like	4482	2	0	0	2	0	0	1	3	3	3	3.215770e-01	1	1	6.864120e-01	1
6646	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	12052	0	0	0	4	0	0	1	5	5	5	3.216044e-01	1	5.850000e-01	6.864430e-01	1
6647	ZNF43	zinc finger protein 43	2442	92	0	0	1	0	0	0	1	1	1	6.865857e-01	NaN	NaN	6.865857e-01	1
6648	SFMBT2	Scm-like with four mbt domains 2	2765	56	0	1	1	0	0	0	1	1	1	6.866204e-01	NaN	NaN	6.866204e-01	1
6649	NRXN2	neurexin 2	5490	12	1	0	1	0	0	0	1	1	1	6.869285e-01	NaN	NaN	6.869285e-01	1
6650	DIO1	deiodinase, iodothyronine, type I	764	1000	0	0	1	0	0	0	1	1	1	6.869883e-01	NaN	NaN	6.869883e-01	1
6651	C6orf170	chromosome 6 open reading frame 170	3900	4	0	2	0	1	0	0	1	1	1	6.870283e-01	NaN	NaN	6.870283e-01	1
6652	RAB40B	RAB40B, member RAS oncogene family	857	821	0	0	2	0	0	0	2	2	2	3.223712e-01	1	4.130000e-01	6.873121e-01	1
6653	HAS3	hyaluronan synthase 3	1782	82	0	0	2	0	0	0	2	2	2	3.224980e-01	1	3.570000e-01	6.874556e-01	1
6654	WHSC1	Wolf-Hirschhorn syndrome candidate 1	4254	1	0	0	1	0	0	0	1	1	1	6.875261e-01	NaN	NaN	6.875261e-01	1
6655	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	3633	37	0	0	1	0	0	0	1	1	1	6.875621e-01	NaN	NaN	6.875621e-01	1
6656	ZC3H12A	zinc finger CCCH-type containing 12A	1820	4	0	1	2	0	0	0	2	2	2	3.226971e-01	1	4.390000e-01	6.876808e-01	1
6657	TROVE2	TROVE domain family, member 2	1773	10	0	0	1	0	0	0	1	1	1	6.877734e-01	NaN	NaN	6.877734e-01	1
6658	AZGP1	alpha-2-glycoprotein 1, zinc-binding	911	763	0	0	1	0	0	0	1	1	1	6.878153e-01	NaN	NaN	6.878153e-01	1
6659	ITGA8	integrin, alpha 8	3310	4	0	2	1	0	0	0	1	1	1	6.878192e-01	NaN	NaN	6.878192e-01	1
6660	SH3GL3	SH3-domain GRB2-like 3	1076	729	0	0	1	0	0	0	1	1	1	6.878588e-01	NaN	NaN	6.878588e-01	1
6661	SASH1	SAM and SH3 domain containing 1	3820	61	0	2	1	0	0	0	1	1	1	6.878966e-01	NaN	NaN	6.878966e-01	1
6662	SARNP	SAP domain containing ribonucleoprotein	1143	1000	0	0	1	0	0	0	1	1	1	6.880109e-01	NaN	NaN	6.880109e-01	1
6663	CIDEC	cell death-inducing DFFA-like effector c	737	957	0	0	1	0	0	0	1	1	1	6.880156e-01	NaN	NaN	6.880156e-01	1
6664	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	1549	8	0	0	0	0	0	1	1	1	1	6.880568e-01	NaN	NaN	6.880568e-01	1
6665	FAR1	fatty acyl CoA reductase 1	1592	44	0	0	1	0	0	0	1	1	1	6.881359e-01	NaN	NaN	6.881359e-01	1
6666	ZNF282	zinc finger protein 282	2044	632	0	0	1	0	0	0	1	1	1	6.882536e-01	NaN	NaN	6.882536e-01	1
6667	RNF114	ring finger protein 114	709	903	0	0	1	0	0	0	1	1	1	6.883342e-01	NaN	NaN	6.883342e-01	1
6668	KIF2B	kinesin family member 2B	2022	165	0	1	1	0	0	0	1	1	1	6.883517e-01	NaN	NaN	6.883517e-01	1
6669	PSD3	pleckstrin and Sec7 domain containing 3	3239	19	0	0	1	0	0	0	1	1	1	6.887265e-01	NaN	NaN	6.887265e-01	1
6670	STYK1	serine/threonine/tyrosine kinase 1	1305	0	0	0	1	0	0	0	1	1	1	6.888925e-01	NaN	NaN	6.888925e-01	1
6671	IFNK	interferon, kappa	629	700	0	0	1	0	0	0	1	1	1	6.890768e-01	NaN	NaN	6.890768e-01	1
6672	YY1AP1	YY1 associated protein 1	2493	142	0	1	1	0	0	0	1	1	1	6.893696e-01	NaN	NaN	6.893696e-01	1
6673	ODZ4	odz, odd Oz/ten-m homolog 4 (Drosophila)	8430	0	0	0	1	0	0	0	1	1	1	6.894644e-01	NaN	NaN	6.894644e-01	1
6674	KLHL4	kelch-like 4 (Drosophila)	2265	78	0	0	1	0	0	0	1	1	1	6.894867e-01	NaN	NaN	6.894867e-01	1
6675	SPTBN1	spectrin, beta, non-erythrocytic 1	7431	20	0	1	3	0	0	2	5	5	5	3.247342e-01	1	7.540000e-01	6.899784e-01	1
6676	ZNF737	zinc finger protein 737	1623	133	0	0	2	0	0	0	2	2	2	3.249177e-01	1	8.150000e-01	6.901847e-01	1
6677	KIAA1324L	KIAA1324-like	3174	67	0	0	1	0	0	1	2	2	2	3.250233e-01	1	8.090000e-01	6.903035e-01	1
6678	PCM1	pericentriolar material 1	6223	17	0	0	1	0	0	0	1	1	1	6.903438e-01	NaN	NaN	6.903438e-01	1
6679	EAPP	E2F-associated phosphoprotein	878	1000	0	0	1	0	0	0	1	1	1	6.903521e-01	NaN	NaN	6.903521e-01	1
6680	TRIM42	tripartite motif-containing 42	2188	11	0	2	1	0	0	0	1	1	1	6.906519e-01	NaN	NaN	6.906519e-01	1
6681	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5	1712	763	0	0	1	0	0	0	1	1	1	6.907510e-01	NaN	NaN	6.907510e-01	1
6682	TRPM6	transient receptor potential cation channel, subfamily M, member 6	6265	7	0	0	1	0	0	2	3	2	3	6.868297e-01	1	3.820000e-01	6.909032e-01	1
6683	SLC19A1	solute carrier family 19 (folate transporter), member 1	1796	899	0	0	1	0	0	0	1	1	1	6.910193e-01	NaN	NaN	6.910193e-01	1
6684	AHNAK2	AHNAK nucleoprotein 2	17412	6	0	2	1	0	0	1	2	2	2	9.501702e-01	1	3.240000e-01	6.912970e-01	1
6685	TMEM17	transmembrane protein 17	609	1000	0	0	1	0	0	0	1	1	1	6.913300e-01	NaN	NaN	6.913300e-01	1
6686	PPCDC	phosphopantothenoylcysteine decarboxylase	635	983	0	0	0	0	0	1	1	1	1	6.913746e-01	NaN	NaN	6.913746e-01	1
6687	TOE1	target of EGR1, member 1 (nuclear)	1597	25	0	0	1	0	0	0	1	1	1	6.915485e-01	NaN	NaN	6.915485e-01	1
6688	STK17A	serine/threonine kinase 17a	1269	708	0	0	1	0	0	0	1	1	1	6.915615e-01	NaN	NaN	6.915615e-01	1
6689	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	2936	40	0	0	0	0	0	1	1	1	1	6.915722e-01	NaN	NaN	6.915722e-01	1
6690	ZNF302	zinc finger protein 302	1216	48	0	0	1	0	0	0	1	1	1	6.916633e-01	NaN	NaN	6.916633e-01	1
6691	MAMDC2	MAM domain containing 2	2113	21	0	0	1	0	0	0	1	1	1	6.917164e-01	NaN	NaN	6.917164e-01	1
6692	GAK	cyclin G associated kinase	4044	3	0	0	1	0	0	0	1	1	1	6.924859e-01	NaN	NaN	6.924859e-01	1
6693	CPEB3	cytoplasmic polyadenylation element binding protein 3	2160	2	0	1	1	0	0	0	1	1	1	6.928433e-01	NaN	NaN	6.928433e-01	1
6694	KHDRBS2	KH domain containing, RNA binding, signal transduction associated 2	1082	581	0	0	1	0	0	0	1	1	1	6.932505e-01	NaN	NaN	6.932505e-01	1
6695	ERC1	ELKS/RAB6-interacting/CAST family member 1	3419	55	0	1	3	0	0	0	3	3	3	3.276765e-01	1	7.300000e-01	6.932745e-01	1
6696	TMEM85	transmembrane protein 85	570	1000	0	0	0	0	0	1	1	1	1	6.933649e-01	NaN	NaN	6.933649e-01	1
6697	GUCA1B	guanylate cyclase activator 1B (retina)	615	1000	0	0	1	0	0	0	1	1	1	6.934758e-01	NaN	NaN	6.934758e-01	1
6698	ALG9	asparagine-linked glycosylation 9 homolog (S. cerevisiae, alpha- 1,2-mannosyltransferase)	1918	31	0	0	2	0	0	0	2	2	2	3.278909e-01	1	3.640000e-01	6.935137e-01	1
6699	ERC2	ELKS/RAB6-interacting/CAST family member 2	2928	110	0	0	3	0	0	0	3	3	3	3.278935e-01	1	9.200000e-01	6.935165e-01	1
6700	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	1100	888	0	0	1	0	0	0	1	1	1	6.936079e-01	NaN	NaN	6.936079e-01	1
6701	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	7310	54	0	1	2	1	0	0	3	3	3	3.280965e-01	1	2.210000e-01	6.937428e-01	1
6702	MAN1C1	mannosidase, alpha, class 1C, member 1	1937	32	0	0	2	0	0	0	2	2	2	3.281177e-01	1	4.290000e-01	6.937665e-01	1
6703	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	983	30	0	1	1	0	0	0	1	1	1	6.940509e-01	NaN	NaN	6.940509e-01	1
6704	ZNF616	zinc finger protein 616	2358	131	0	1	1	0	0	0	1	1	1	6.941479e-01	NaN	NaN	6.941479e-01	1
6705	COL9A3	collagen, type IX, alpha 3	2181	41	0	0	1	0	0	0	1	1	1	6.942966e-01	NaN	NaN	6.942966e-01	1
6706	PIF1	PIF1 5'-to-3' DNA helicase homolog (S. cerevisiae)	1974	5	0	0	1	0	0	0	1	1	1	6.946011e-01	NaN	NaN	6.946011e-01	1
6707	NCAM2	neural cell adhesion molecule 2	2582	144	0	1	4	0	0	0	4	4	4	3.289259e-01	1	7.790000e-01	6.946661e-01	1
6708	THBS4	thrombospondin 4	2970	13	0	0	1	1	0	0	2	2	2	3.291044e-01	1	9.360000e-01	6.948645e-01	1
6709	COMMD7	COMM domain containing 7	635	998	0	0	1	0	0	0	1	1	1	6.949033e-01	NaN	NaN	6.949033e-01	1
6710	CLEC1B	C-type lectin domain family 1, member B	712	1000	0	0	0	0	0	1	1	1	1	6.949092e-01	NaN	NaN	6.949092e-01	1
6711	TMEM104	transmembrane protein 104	1723	21	0	0	1	0	0	0	1	1	1	6.951432e-01	NaN	NaN	6.951432e-01	1
6712	ULK1	unc-51-like kinase 1 (C. elegans)	3261	15	0	2	1	0	0	0	1	1	1	6.951551e-01	NaN	NaN	6.951551e-01	1
6713	RIMKLA	ribosomal modification protein rimK-like family member A	1192	1000	0	0	1	0	0	0	1	1	1	6.953463e-01	NaN	NaN	6.953463e-01	1
6714	DAB1	disabled homolog 1 (Drosophila)	1720	64	0	0	1	0	0	0	1	1	1	6.953855e-01	NaN	NaN	6.953855e-01	1
6715	SP140L	SP140 nuclear body protein-like	1817	5	0	0	1	0	0	0	1	1	1	6.954039e-01	NaN	NaN	6.954039e-01	1
6716	CDH5	cadherin 5, type 2, VE-cadherin (vascular epithelium)	2399	32	0	0	1	0	0	0	1	1	1	6.954140e-01	NaN	NaN	6.954140e-01	1
6717	RBM14	RNA binding motif protein 14	2018	11	0	0	1	0	0	0	1	1	1	6.954194e-01	NaN	NaN	6.954194e-01	1
6718	SGOL2	shugoshin-like 2 (S. pombe)	3836	82	0	1	1	0	0	0	1	1	1	6.955416e-01	NaN	NaN	6.955416e-01	1
6719	LRP12	low density lipoprotein-related protein 12	2604	211	0	0	1	0	0	0	1	1	1	6.960808e-01	NaN	NaN	6.960808e-01	1
6720	PYHIN1	pyrin and HIN domain family, member 1	1540	4	0	2	1	0	0	0	1	1	1	6.962417e-01	NaN	NaN	6.962417e-01	1
6721	MMP11	matrix metallopeptidase 11 (stromelysin 3)	1497	11	0	0	2	0	0	0	2	2	2	3.304109e-01	1	3.130000e-01	6.963140e-01	1
6722	SPESP1	sperm equatorial segment protein 1	1057	911	0	0	1	0	0	0	1	1	1	6.965439e-01	NaN	NaN	6.965439e-01	1
6723	DOCK11	dedicator of cytokinesis 11	6432	5	0	1	1	0	0	0	1	1	1	6.965678e-01	NaN	NaN	6.965678e-01	1
6724	ZHX2	zinc fingers and homeoboxes 2	2518	78	0	0	1	0	0	0	1	1	1	6.965852e-01	NaN	NaN	6.965852e-01	1
6725	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	5104	23	0	0	3	0	0	0	3	3	3	3.306708e-01	1	6.610000e-01	6.966016e-01	1
6726	PVRL3	poliovirus receptor-related 3	1670	100	0	0	1	1	0	0	2	2	2	3.307778e-01	1	3.650000e-01	6.967201e-01	1
6727	MRPL11	mitochondrial ribosomal protein L11	676	1000	0	0	1	0	0	0	1	1	1	6.967285e-01	NaN	NaN	6.967285e-01	1
6728	RABAC1	Rab acceptor 1 (prenylated)	576	0	0	1	2	0	0	0	2	2	2	3.311917e-01	1	5.150000e-01	6.971777e-01	1
6729	RBBP9	retinoblastoma binding protein 9	579	1000	0	0	1	0	0	0	1	1	1	6.972094e-01	NaN	NaN	6.972094e-01	1
6730	MORC1	MORC family CW-type zinc finger 1	3065	170	0	0	2	0	0	0	2	2	2	4.828808e-01	1	6.380000e-01	6.972490e-01	1
6731	PLXDC2	plexin domain containing 2	1642	93	0	0	1	0	0	0	1	1	1	6.972958e-01	NaN	NaN	6.972958e-01	1
6732	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	3298	20	0	0	1	0	0	0	1	1	1	6.973274e-01	NaN	NaN	6.973274e-01	1
6733	MLXIPL	MLX interacting protein-like	2625	35	0	0	1	0	0	0	1	1	1	6.974038e-01	NaN	NaN	6.974038e-01	1
6734	EPHA7	EPH receptor A7	3061	10	0	0	1	0	0	0	1	1	1	6.975064e-01	NaN	NaN	6.975064e-01	1
6735	TGM4	transglutaminase 4 (prostate)	2109	2	0	0	3	0	0	0	3	3	3	3.314969e-01	1	7.820000e-01	6.975149e-01	1
6736	FES	feline sarcoma oncogene	2804	118	0	0	1	0	0	0	1	1	1	6.979375e-01	NaN	NaN	6.979375e-01	1
6737	SCUBE3	signal peptide, CUB domain, EGF-like 3	3068	137	0	1	1	0	0	0	1	1	1	6.980354e-01	NaN	NaN	6.980354e-01	1
6738	EPS8	epidermal growth factor receptor pathway substrate 8	2549	50	0	1	1	0	0	0	1	1	1	6.984085e-01	NaN	NaN	6.984085e-01	1
6739	EGR4	early growth response 4	1776	1000	0	0	1	0	0	0	1	1	1	6.986836e-01	NaN	NaN	6.986836e-01	1
6740	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	1217	137	0	0	0	0	0	2	2	1	2	3.325972e-01	1	9.050000e-01	6.987279e-01	1
6741	BRMS1L	breast cancer metastasis-suppressor 1-like	1008	975	0	0	0	0	0	1	1	1	1	6.987791e-01	NaN	NaN	6.987791e-01	1
6742	MS4A15	membrane-spanning 4-domains, subfamily A, member 15	747	1000	0	0	1	0	0	0	1	1	1	6.988309e-01	NaN	NaN	6.988309e-01	1
6743	ADAMTSL4	ADAMTS-like 4	3368	22	0	0	2	0	0	0	2	2	2	3.329469e-01	1	6.850000e-01	6.991127e-01	1
6744	FLJ10357	Rho guanine nucleotide exchange factor (GEF) 40	4654	19	0	1	2	0	0	1	3	3	3	3.331459e-01	1	9.560000e-01	6.993315e-01	1
6745	TCEAL3	transcription elongation factor A (SII)-like 3	607	1000	0	0	1	0	0	0	1	1	1	6.994601e-01	NaN	NaN	6.994601e-01	1
6746	KANK4	KN motif and ankyrin repeat domains 4	3024	37	0	0	1	0	0	1	2	2	2	3.334277e-01	1	9.860000e-01	6.996411e-01	1
6747	OOEP	oocyte expressed protein homolog (dog)	458	1000	0	0	1	0	0	0	1	1	1	6.997451e-01	NaN	NaN	6.997451e-01	1
6748	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	1072	816	0	0	2	0	0	0	2	2	2	3.335832e-01	1	8.010000e-01	6.998118e-01	1
6749	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	1031	1000	0	0	0	0	1	0	1	1	1	6.998331e-01	NaN	NaN	6.998331e-01	1
6750	TXNDC11	thioredoxin domain containing 11	2925	47	0	0	1	0	0	0	1	1	1	7.000151e-01	NaN	NaN	7.000151e-01	1
6751	CXorf23	chromosome X open reading frame 23	2089	4	0	0	1	0	0	0	1	1	1	7.002964e-01	NaN	NaN	7.002964e-01	1
6752	TJP2	tight junction protein 2 (zona occludens 2)	3916	31	0	0	1	0	0	1	2	2	2	3.340746e-01	1	9.550000e-01	7.003509e-01	1
6753	EPHB1	EPH receptor B1	3015	116	0	0	1	0	0	0	1	1	1	7.004481e-01	NaN	NaN	7.004481e-01	1
6754	ARHGAP21	Rho GTPase activating protein 21	5973	35	0	1	1	0	0	2	3	3	3	6.022249e-01	1	5.010000e-01	7.005266e-01	1
6755	DGKE	diacylglycerol kinase, epsilon 64kDa	1748	85	0	0	1	0	0	0	1	1	1	7.006402e-01	NaN	NaN	7.006402e-01	1
6756	CDH10	cadherin 10, type 2 (T2-cadherin)	2407	95	0	0	0	0	0	1	1	1	1	7.006539e-01	NaN	NaN	7.006539e-01	1
6757	PRICKLE1	prickle homolog 1 (Drosophila)	2527	250	0	1	1	1	0	0	2	2	2	3.344448e-01	1	3.660000e-01	7.007566e-01	1
6758	C12orf12	chromosome 12 open reading frame 12	1221	160	0	0	1	0	0	1	2	1	2	3.347164e-01	1	9.570000e-01	7.010541e-01	1
6759	MTA2	metastasis associated 1 family, member 2	2581	63	0	0	0	0	0	1	1	1	1	7.011196e-01	NaN	NaN	7.011196e-01	1
6760	EFCAB6	EF-hand calcium binding domain 6	4628	28	0	0	1	0	0	1	2	2	2	6.156207e-01	1	4.820000e-01	7.012523e-01	1
6761	FRMD4A	FERM domain containing 4A	3216	22	0	0	1	0	0	0	1	1	1	7.015018e-01	NaN	NaN	7.015018e-01	1
6762	CSE1L	CSE1 chromosome segregation 1-like (yeast)	3012	6	0	1	2	0	0	1	3	3	3	3.351307e-01	1	9.440000e-01	7.015072e-01	1
6763	SPPL2A	signal peptide peptidase like 2A	1619	95	0	1	1	0	0	0	1	1	1	7.017486e-01	NaN	NaN	7.017486e-01	1
6764	TMTC4	transmembrane and tetratricopeptide repeat containing 4	2351	18	0	1	1	0	0	0	1	1	1	7.017851e-01	NaN	NaN	7.017851e-01	1
6765	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	1188	754	0	0	1	0	0	0	1	1	1	7.019477e-01	NaN	NaN	7.019477e-01	1
6766	COL27A1	collagen, type XXVII, alpha 1	5822	0	0	0	2	0	0	0	2	2	2	6.660451e-01	1	2.600000e-01	7.021146e-01	1
6767	SNRNP48	small nuclear ribonucleoprotein 48kDa (U11/U12)	1054	973	0	0	1	0	0	0	1	1	1	7.021529e-01	NaN	NaN	7.021529e-01	1
6768	CNNM2	cyclin M2	2696	28	0	2	1	0	0	1	2	2	2	3.357782e-01	1	7.900000e-01	7.022144e-01	1
6769	TRHDE	thyrotropin-releasing hormone degrading enzyme	3149	190	0	1	1	0	0	0	1	1	1	7.023298e-01	NaN	NaN	7.023298e-01	1
6770	SBF1	SET binding factor 1	5842	1	0	0	3	0	0	0	3	3	3	3.359258e-01	1	5.400000e-01	7.023755e-01	1
6771	PCDHAC1	protocadherin alpha subfamily C, 1	5315	101	0	1	1	0	0	0	1	1	1	7.029188e-01	NaN	NaN	7.029188e-01	1
6772	RPSA	ribosomal protein SA	912	1000	0	0	0	0	0	1	1	1	1	7.029616e-01	NaN	NaN	7.029616e-01	1
6773	BCL9L	B-cell CLL/lymphoma 9-like	4528	261	0	2	3	0	0	0	3	3	3	3.364837e-01	1	8.120000e-01	7.029836e-01	1
6774	SFRS2IP	splicing factor, arginine/serine-rich 2, interacting protein	4448	58	0	2	2	0	0	1	3	3	3	6.883074e-01	1	4.450000e-01	7.030910e-01	1
6775	ZGLP1	zinc finger, GATA-like protein 1	892	887	0	0	1	0	0	0	1	1	1	7.031154e-01	NaN	NaN	7.031154e-01	1
6776	EFCAB1	EF-hand calcium binding domain 1	660	729	0	0	1	0	0	0	1	1	1	7.033656e-01	NaN	NaN	7.033656e-01	1
6777	PIP	prolactin-induced protein	457	1000	0	0	0	0	1	0	1	1	1	7.033798e-01	NaN	NaN	7.033798e-01	1
6778	ZC3H7B	zinc finger CCCH-type containing 7B	3022	74	0	0	1	0	0	0	1	1	1	7.035154e-01	NaN	NaN	7.035154e-01	1
6779	TBX5	T-box 5	1654	77	0	1	1	0	0	0	1	1	1	7.035164e-01	NaN	NaN	7.035164e-01	1
6780	FAM171A1	family with sequence similarity 171, member A1	2703	6	0	0	1	0	0	0	1	1	1	7.035864e-01	NaN	NaN	7.035864e-01	1
6781	UBE2L3	ubiquitin-conjugating enzyme E2L 3	479	762	0	0	1	0	0	0	1	1	1	7.036130e-01	NaN	NaN	7.036130e-01	1
6782	ZFP106	zinc finger protein 106 homolog (mouse)	5724	0	0	0	2	0	0	0	2	2	2	7.461300e-01	1	4.020000e-01	7.038182e-01	1
6783	TYW1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	2519	18	0	1	1	0	0	0	1	1	1	7.038446e-01	NaN	NaN	7.038446e-01	1
6784	AK7	adenylate kinase 7	2242	368	0	0	2	0	0	0	2	2	2	3.374685e-01	1	7.760000e-01	7.040548e-01	1
6785	SP8	Sp8 transcription factor	1533	0	0	2	0	0	0	1	1	1	1	7.041178e-01	NaN	NaN	7.041178e-01	1
6786	KIAA1274	KIAA1274	2647	72	0	0	1	0	0	0	1	1	1	7.042551e-01	NaN	NaN	7.042551e-01	1
6787	UBA7	ubiquitin-like modifier activating enzyme 7	3133	1	0	0	1	0	0	0	1	1	1	7.043325e-01	NaN	NaN	7.043325e-01	1
6788	MRVI1	murine retrovirus integration site 1 homolog	2790	45	0	1	1	0	0	0	1	1	1	7.043536e-01	NaN	NaN	7.043536e-01	1
6789	GPR124	G protein-coupled receptor 124	4068	1	0	0	3	0	0	0	3	3	3	3.382463e-01	1	8.610000e-01	7.048988e-01	1
6790	CGNL1	cingulin-like 1	3981	20	0	1	1	0	1	0	2	2	2	3.383348e-01	1	8.210000e-01	7.049948e-01	1
6791	AKAP11	A kinase (PRKA) anchor protein 11	5750	1	0	0	1	0	0	0	1	1	1	7.051189e-01	NaN	NaN	7.051189e-01	1
6792	EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	2198	25	0	1	1	0	0	0	1	1	1	7.051652e-01	NaN	NaN	7.051652e-01	1
6793	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	4145	6	0	0	1	0	1	0	2	2	2	3.385260e-01	1	4.990000e-01	7.052019e-01	1
6794	PADI1	peptidyl arginine deiminase, type I	2054	55	0	0	1	0	0	0	1	1	1	7.053294e-01	NaN	NaN	7.053294e-01	1
6795	NOV	nephroblastoma overexpressed gene	1090	43	0	0	1	0	0	0	1	1	1	7.053874e-01	NaN	NaN	7.053874e-01	1
6796	PABPN1	poly(A) binding protein, nuclear 1	945	1000	0	0	1	0	0	0	1	1	1	7.054203e-01	NaN	NaN	7.054203e-01	1
6797	CTSK	cathepsin K	1017	1000	0	0	1	0	0	0	1	1	1	7.054665e-01	NaN	NaN	7.054665e-01	1
6798	PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1	3828	1	0	2	1	0	0	0	1	1	1	7.054676e-01	NaN	NaN	7.054676e-01	1
6799	CTSL2	cathepsin L2	1033	769	0	0	1	0	0	0	1	1	1	7.054866e-01	NaN	NaN	7.054866e-01	1
6800	NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	1194	914	0	0	1	0	0	0	1	1	1	7.055990e-01	NaN	NaN	7.055990e-01	1
6801	RASAL2	RAS protein activator like 2	3947	73	0	1	1	0	0	0	1	1	1	7.056134e-01	NaN	NaN	7.056134e-01	1
6802	PDE11A	phosphodiesterase 11A	3048	104	0	0	1	0	0	0	1	1	1	7.057899e-01	NaN	NaN	7.057899e-01	1
6803	COG4	component of oligomeric golgi complex 4	2444	192	0	1	1	0	0	0	1	1	1	7.059653e-01	NaN	NaN	7.059653e-01	1
6804	GAS7	growth arrest-specific 7	1537	381	0	0	0	1	0	0	1	1	1	7.061496e-01	NaN	NaN	7.061496e-01	1
6805	PHF21B	PHD finger protein 21B	1648	13	0	0	1	0	0	0	1	1	1	7.062798e-01	NaN	NaN	7.062798e-01	1
6806	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)	2043	271	0	1	2	0	0	1	3	2	3	3.395603e-01	1	4.830000e-01	7.063207e-01	1
6807	FBF1	Fas (TNFRSF6) binding factor 1	3514	18	0	0	1	0	0	0	1	1	1	7.065524e-01	NaN	NaN	7.065524e-01	1
6808	CEP152	centrosomal protein 152kDa	5067	7	0	3	0	0	0	1	1	1	1	7.065981e-01	NaN	NaN	7.065981e-01	1
6809	PARP4	poly (ADP-ribose) polymerase family, member 4	5306	3	0	1	3	0	0	1	4	4	4	3.398570e-01	1	7.500000e-01	7.066410e-01	1
6810	ABL1	c-abl oncogene 1, receptor tyrosine kinase	3573	32	0	2	1	0	0	0	1	1	1	7.066485e-01	NaN	NaN	7.066485e-01	1
6811	ABCA6	ATP-binding cassette, sub-family A (ABC1), member 6	5006	1	0	0	1	0	0	0	1	1	1	7.067764e-01	NaN	NaN	7.067764e-01	1
