rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
7838	SLC26A1	solute carrier family 26 (sulfate transporter), member 1	2215	24	0	2	7	0	0	1	8	7	8	2.512390e-01	1	8.410000e-01	5.982882e-01	1
7839	SIRPA	signal-regulatory protein alpha	1547	1	0	4	8	0	0	0	8	6	8	9.345778e-01	1	2.020000e-01	5.985125e-01	1
7840	POTED	POTE ankyrin domain family, member D	1799	19	0	1	3	0	0	0	3	3	3	8.915211e-01	1	2.150000e-01	5.985228e-01	1
7841	HS3ST4	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	1375	0	0	4	8	1	0	0	9	8	8	9.783439e-01	2.090000e-01	9.400000e-01	5.985579e-01	1
7842	TEX261	testis expressed 261	611	69	0	1	3	0	0	1	4	4	4	2.515218e-01	1	9.340000e-01	5.986786e-01	1
7843	OR2L2	olfactory receptor, family 2, subfamily L, member 2	943	3	0	4	12	0	0	0	12	11	11	9.863793e-01	2.040000e-01	8.510000e-01	5.986854e-01	1
7844	HSD11B1	hydroxysteroid (11-beta) dehydrogenase 1	905	49	0	1	4	0	0	0	4	4	4	2.516365e-01	1	6.790000e-01	5.988369e-01	1
7845	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1	1018	0	0	1	3	0	0	0	3	3	3	8.768606e-01	1	2.610000e-01	5.988679e-01	1
7846	HOXB2	homeobox B2	1075	1	0	1	5	0	0	1	6	6	6	4.230595e-01	1	5.360000e-01	5.989527e-01	1
7847	ATP9A	ATPase, class II, type 9A	3252	3	0	8	15	1	0	5	21	18	20	5.544816e-01	4.070000e-01	5.790000e-01	5.989723e-01	1
7848	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	713	3	0	1	1	0	0	0	1	1	1	5.989826e-01	NaN	NaN	5.989826e-01	1
7849	BHMT2	betaine-homocysteine methyltransferase 2	1122	29	0	1	5	0	0	0	5	5	5	2.518719e-01	1	6.050000e-01	5.991617e-01	1
7850	GMFG	glia maturation factor, gamma	453	15	0	0	0	0	1	1	2	2	2	2.518766e-01	1	9.960000e-01	5.991681e-01	1
7851	GDI1	GDP dissociation inhibitor 1	2111	23	0	2	5	0	0	0	5	5	5	7.750938e-01	1	3.070000e-01	5.992079e-01	1
7852	TRIM58	tripartite motif-containing 58	1483	15	0	4	6	0	0	0	6	6	6	9.731393e-01	1	1.350000e-01	5.993976e-01	1
7853	GZMK	granzyme K (granzyme 3; tryptase II)	813	27	0	2	2	0	1	0	3	3	3	4.983635e-01	1	4.770000e-01	5.995751e-01	1
7854	CTAG2	cancer/testis antigen 2	778	10	0	1	5	0	0	0	5	5	5	2.523802e-01	1	6.630000e-01	5.998620e-01	1
7855	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	3678	1	0	0	8	0	0	1	9	8	9	5.291556e-01	1	4.380000e-01	5.998991e-01	1
7856	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	2539	2	0	0	2	1	0	0	3	3	3	2.524468e-01	1	7.850000e-01	5.999536e-01	1
7857	ACSM3	acyl-CoA synthetase medium-chain family member 3	2060	2	0	0	3	0	0	3	6	6	6	2.526490e-01	1	6.980000e-01	6.002319e-01	1
7858	IQGAP1	IQ motif containing GTPase activating protein 1	5124	7	0	3	13	0	2	0	15	15	15	2.528753e-01	1	5.120000e-01	6.005432e-01	1
7859	CENPT	centromere protein T	2422	0	0	1	3	0	1	0	4	4	4	6.402275e-01	1	3.850000e-01	6.005631e-01	1
7860	AMOTL1	angiomotin like 1	2919	21	0	5	7	0	0	4	11	11	10	5.644867e-01	2.910000e-01	8.210000e-01	6.005634e-01	1
7861	USP2	ubiquitin specific peptidase 2	2015	13	0	4	6	2	0	2	10	9	10	5.813667e-01	1	2.750000e-01	6.005696e-01	1
7862	MEFV	Mediterranean fever	2384	2	0	7	11	1	0	0	12	12	11	7.527468e-01	2.770000e-01	9.540000e-01	6.006086e-01	1
7863	NRTN	neurturin	598	74	0	0	0	0	0	1	1	1	1	6.006303e-01	NaN	NaN	6.006303e-01	1
7864	LBP	lipopolysaccharide binding protein	1504	45	0	2	3	0	0	0	3	3	3	8.906581e-01	1	2.340000e-01	6.006416e-01	1
7865	RASL11B	RAS-like, family 11, member B	759	26	0	2	3	0	0	0	3	3	3	8.694723e-01	1	2.790000e-01	6.007372e-01	1
7866	TTC23L	tetratricopeptide repeat domain 23-like	1126	49	0	1	4	0	0	0	4	4	4	6.374768e-01	1	3.050000e-01	6.008221e-01	1
7867	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	1267	4	0	3	3	1	0	1	5	5	5	7.692549e-01	1	2.160000e-01	6.008312e-01	1
7868	CXorf41	chromosome X open reading frame 41	669	11	0	0	1	0	0	0	1	1	1	6.009663e-01	NaN	NaN	6.009663e-01	1
7869	GPR65	G protein-coupled receptor 65	1014	0	0	0	0	0	0	1	1	1	1	6.010501e-01	NaN	NaN	6.010501e-01	1
7870	TTLL6	tubulin tyrosine ligase-like family, member 6	2817	11	0	1	1	0	1	1	3	3	3	4.052640e-01	1	5.650000e-01	6.011130e-01	1
7871	UBE2T	ubiquitin-conjugating enzyme E2T (putative)	618	42	0	1	0	1	0	1	2	2	2	2.533302e-01	1	8.520000e-01	6.011682e-01	1
7872	STRC	stereocilin	5442	10	0	1	4	0	1	1	6	6	6	2.535172e-01	1	7.150000e-01	6.014249e-01	1
7873	OR9Q2	olfactory receptor, family 9, subfamily Q, member 2	949	140	0	3	2	0	0	0	2	2	2	9.984927e-01	1	2.280000e-01	6.015620e-01	1
7874	RERG	RAS-like, estrogen-regulated, growth inhibitor	612	2	0	3	3	1	0	1	5	4	5	2.537951e-01	1	6.540000e-01	6.018061e-01	1
7875	SEC14L1	SEC14-like 1 (S. cerevisiae)	2226	1	1	6	8	1	2	4	15	12	15	2.538556e-01	1	5.760000e-01	6.018890e-01	1
7876	KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9	1186	2	0	1	1	1	0	1	3	3	3	2.539060e-01	1	4.360000e-01	6.019582e-01	1
7877	MYOZ1	myozenin 1	920	17	0	0	5	0	0	0	5	5	5	2.540283e-01	1	7.870000e-01	6.021257e-01	1
7878	IPCEF1	interaction protein for cytohesin exchange factors 1	1380	3	0	4	3	2	0	1	6	6	5	8.197149e-01	2.600000e-01	7.000000e-01	6.022399e-01	1
7879	IGFL2	IGF-like family member 2	428	620	0	0	2	0	0	0	2	2	2	9.849628e-01	1	2.230000e-01	6.022519e-01	1
7880	DNAH1	dynein, axonemal, heavy chain 1	13108	7	0	10	36	0	3	5	44	37	44	2.541335e-01	1	9.300000e-01	6.022699e-01	1
7881	SFMBT2	Scm-like with four mbt domains 2	2765	0	0	7	19	1	2	1	23	20	22	3.221104e-01	6.030000e-01	4.330000e-01	6.022857e-01	1
7882	PHYH	phytanoyl-CoA 2-hydroxylase	1051	22	0	0	3	1	0	1	5	5	5	2.542118e-01	1	7.080000e-01	6.023772e-01	1
7883	CDK17	cyclin-dependent kinase 17	1672	22	1	2	2	0	0	0	2	2	2	9.853978e-01	1	1.120000e-01	6.024056e-01	1
7884	KAT2B	K(lysine) acetyltransferase 2B	2567	50	0	2	8	1	1	1	11	11	11	2.542384e-01	1	3.970000e-01	6.024135e-01	1
7885	FBXL15	F-box and leucine-rich repeat protein 15	916	416	0	0	2	0	0	0	2	2	2	7.999895e-01	1	2.220000e-01	6.026302e-01	1
7886	EIF1AX	eukaryotic translation initiation factor 1A, X-linked	459	11	0	1	2	0	0	0	2	2	2	2.544060e-01	1	2.880000e-01	6.026430e-01	1
7887	NXNL2	nucleoredoxin-like 2	586	41	0	1	1	1	0	0	2	2	2	5.862435e-01	1	4.180000e-01	6.026754e-01	1
7888	FNDC3B	fibronectin type III domain containing 3B	3715	3	0	1	12	0	1	1	14	12	14	2.545315e-01	1	7.520000e-01	6.028147e-01	1
7889	CNGA2	cyclic nucleotide gated channel alpha 2	2019	10	0	2	12	1	0	1	14	13	14	2.545947e-01	1	6.740000e-01	6.029013e-01	1
7890	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	1040	0	0	5	10	0	0	1	11	11	10	4.654815e-01	4.720000e-01	5.540000e-01	6.029336e-01	1
7891	HSF2	heat shock transcription factor 2	1659	5	0	2	5	0	0	1	6	6	6	8.494008e-01	1	2.240000e-01	6.032097e-01	1
7892	C1orf25	chromosome 1 open reading frame 25	2258	7	0	1	6	1	1	1	9	9	9	2.549498e-01	1	7.540000e-01	6.033868e-01	1
7893	NEFM	neurofilament, medium polypeptide 150kDa	2763	0	0	9	19	0	0	1	20	17	18	5.592163e-01	6.330000e-01	1.070000e-01	6.034590e-01	1
7894	ITCH	itchy E3 ubiquitin protein ligase homolog (mouse)	2681	14	0	2	3	1	1	0	5	4	5	9.550871e-01	1	2.120000e-01	6.034667e-01	1
7895	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	989	32	0	0	2	0	0	0	2	2	2	8.680364e-01	1	2.870000e-01	6.037323e-01	1
7896	LTB4R2	leukotriene B4 receptor 2	1115	8	0	0	5	0	0	1	6	6	6	2.552395e-01	1	1	6.037826e-01	1
7897	TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing	1154	16	0	0	1	0	0	0	1	1	1	6.038467e-01	NaN	NaN	6.038467e-01	1
7898	SEC24D	SEC24 related gene family, member D (S. cerevisiae)	3187	0	0	2	5	0	0	1	6	5	6	8.777183e-01	1	1.840000e-01	6.040236e-01	1
7899	CUL9	cullin 9	7716	6	0	14	25	2	0	8	35	29	35	2.554421e-01	1	9.510000e-01	6.040591e-01	1
7900	CPLX4	complexin 4	491	16	0	1	2	0	0	1	3	3	3	2.554586e-01	1	3.320000e-01	6.040816e-01	1
7901	SSR4	signal sequence receptor, delta (translocon-associated protein delta)	548	8	0	0	3	0	0	0	3	3	3	2.554586e-01	1	9.130000e-01	6.040816e-01	1
7902	ADD2	adducin 2 (beta)	2464	0	4	6	11	0	2	1	14	12	14	9.223964e-01	2.310000e-01	6.900000e-01	6.041433e-01	1
7903	GSDMB	gasdermin B	1295	6	0	0	1	1	1	2	5	5	5	2.555190e-01	1	9.100000e-01	6.041641e-01	1
7904	C20orf141	chromosome 20 open reading frame 141	504	69	0	1	3	0	0	0	3	3	3	2.555234e-01	1	6.190000e-01	6.041701e-01	1
7905	DDX25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25	1496	11	0	0	2	0	1	0	3	3	3	5.931360e-01	1	3.690000e-01	6.043314e-01	1
7906	TREM1	triggering receptor expressed on myeloid cells 1	719	20	0	0	2	0	0	0	2	2	2	8.064894e-01	1	2.400000e-01	6.043525e-01	1
7907	MAPKBP1	mitogen-activated protein kinase binding protein 1	4665	22	0	6	11	1	0	1	13	12	13	8.446546e-01	1	1.730000e-01	6.047250e-01	1
7908	RNASE11	ribonuclease, RNase A family, 11 (non-active)	1048	15	0	2	2	0	0	0	2	2	2	5.320999e-01	1	4.760000e-01	6.047383e-01	1
7909	TRIM67	tripartite motif-containing 67	2390	11	0	2	7	0	1	0	8	8	8	2.559587e-01	1	8.870000e-01	6.047637e-01	1
7910	OR1E1	olfactory receptor, family 1, subfamily E, member 1	945	3	0	1	4	0	0	0	4	4	4	5.752212e-01	1	2.720000e-01	6.047837e-01	1
7911	FGD1	FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia)	2954	1	0	8	10	0	0	8	18	16	18	4.831032e-01	4.330000e-01	9.920000e-01	6.048808e-01	1
7912	TAGAP	T-cell activation RhoGTPase activating protein	2248	2	0	1	4	1	0	0	5	5	5	7.198526e-01	1	2.860000e-01	6.051843e-01	1
7913	RAB36	RAB36, member RAS oncogene family	1044	9	0	1	3	0	0	0	3	3	3	6.798063e-01	1	1.750000e-01	6.052108e-01	1
7914	PARP8	poly (ADP-ribose) polymerase family, member 8	2669	7	0	4	6	0	1	1	8	8	8	8.778699e-01	1	1.950000e-01	6.052803e-01	1
7915	MADD	MAP-kinase activating death domain	5446	1	0	4	14	3	0	1	18	18	18	6.134693e-01	3.250000e-01	8.250000e-01	6.054057e-01	1
7916	LRP11	low density lipoprotein receptor-related protein 11	1527	63	0	1	4	0	0	0	4	4	4	6.914880e-01	1	2.070000e-01	6.055579e-01	1
7917	SLC4A1	solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)	2812	7	0	3	13	0	0	1	14	14	14	2.567450e-01	1	7.460000e-01	6.058340e-01	1
7918	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	3261	8	0	2	10	1	0	2	13	11	13	7.781642e-01	2.390000e-01	6.600000e-01	6.059008e-01	1
7919	F2RL1	coagulation factor II (thrombin) receptor-like 1	1198	3	0	0	0	1	0	0	1	1	1	6.059315e-01	NaN	NaN	6.059315e-01	1
7920	CSTB	cystatin B (stefin B)	305	1	0	1	1	0	0	0	1	1	1	6.059605e-01	NaN	NaN	6.059605e-01	1
7921	PITX2	paired-like homeodomain 2	1177	2	0	4	5	0	0	0	5	5	5	7.646955e-01	1	2.480000e-01	6.060959e-01	1
7922	NBL1	neuroblastoma, suppression of tumorigenicity 1	665	63	0	1	3	0	0	0	3	3	3	2.569801e-01	1	8.060000e-01	6.061535e-01	1
7923	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	3926	21	0	7	18	0	1	0	19	16	18	9.179429e-01	2.470000e-01	5.780000e-01	6.062132e-01	1
7924	SLC4A4	solute carrier family 4, sodium bicarbonate cotransporter, member 4	3600	0	1	4	9	0	3	3	15	14	15	2.570506e-01	1	7.270000e-01	6.062494e-01	1
7925	ARF1	ADP-ribosylation factor 1	562	14	0	0	4	0	0	1	5	4	5	2.570753e-01	1	8.090000e-01	6.062828e-01	1
7926	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	8906	21	0	12	40	0	0	1	41	35	40	5.896344e-01	2.760000e-01	8.370000e-01	6.062901e-01	1
7927	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	812	0	0	2	9	0	0	0	9	8	9	4.005441e-01	6.590000e-01	4.190000e-01	6.063834e-01	1
7928	EFHC2	EF-hand domain (C-terminal) containing 2	2308	9	0	2	1	0	0	2	3	3	3	7.631188e-01	1	2.670000e-01	6.064129e-01	1
7929	TRIAP1	TP53 regulated inhibitor of apoptosis 1	495	128	0	0	1	0	0	0	1	1	1	6.066882e-01	NaN	NaN	6.066882e-01	1
7930	ACSL1	acyl-CoA synthetase long-chain family member 1	2177	9	0	3	4	0	0	0	4	4	4	9.786551e-01	1	1.860000e-01	6.067051e-01	1
7931	SIGLEC9	sialic acid binding Ig-like lectin 9	1418	25	0	2	6	0	0	2	8	8	8	2.573950e-01	1	8.660000e-01	6.067169e-01	1
7932	EFCAB3	EF-hand calcium binding domain 3	1519	10	0	0	1	1	0	0	2	2	2	7.969303e-01	1	2.910000e-01	6.067352e-01	1
7933	PDGFC	platelet derived growth factor C	1058	2	0	3	6	1	0	1	8	8	8	2.574294e-01	1	7.510000e-01	6.067637e-01	1
7934	ALDH8A1	aldehyde dehydrogenase 8 family, member A1	1490	52	0	2	6	0	0	1	7	7	7	2.574533e-01	1	7.740000e-01	6.067960e-01	1
7935	FBXW12	F-box and WD repeat domain containing 12	1474	22	0	1	3	1	0	1	5	5	5	2.578277e-01	1	9.080000e-01	6.073038e-01	1
7936	NR2F6	nuclear receptor subfamily 2, group F, member 6	1227	22	0	1	5	0	0	0	5	5	5	2.579982e-01	1	9.750000e-01	6.075349e-01	1
7937	DNAJC13	DnaJ (Hsp40) homolog, subfamily C, member 13	6952	15	0	5	17	1	2	2	22	17	21	7.614509e-01	3.980000e-01	4.780000e-01	6.077159e-01	1
7938	KRTAP5-9	keratin associated protein 5-9	510	31	0	0	3	0	0	0	3	3	3	2.581617e-01	1	9.240000e-01	6.077564e-01	1
7939	PANX3	pannexin 3	1191	0	0	0	6	0	1	0	7	7	7	2.582290e-01	1	5.660000e-01	6.078475e-01	1
7940	HDAC8	histone deacetylase 8	1254	47	0	1	2	1	0	0	3	3	3	6.851758e-01	1	3.640000e-01	6.079588e-01	1
7941	RYR3	ryanodine receptor 3	15027	0	0	27	69	3	6	4	82	58	81	9.500435e-01	9.650000e-01	8.500000e-02	6.080949e-01	1
7942	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	1296	53	0	1	6	0	0	1	7	7	7	8.310303e-01	1	9.600000e-02	6.081471e-01	1
7943	TRIM14	tripartite motif-containing 14	1725	20	0	1	3	0	0	0	3	3	3	5.955737e-01	1	3.630000e-01	6.081858e-01	1
7944	C5orf40	chromosome 5 open reading frame 40	679	4	0	2	0	2	0	1	3	3	3	4.951877e-01	1	3.340000e-01	6.081980e-01	1
7945	RARB	retinoic acid receptor, beta	1375	39	0	2	9	0	0	1	10	10	10	7.121204e-01	1	1.410000e-01	6.082138e-01	1
7946	MORC4	MORC family CW-type zinc finger 4	2878	2	0	2	5	0	0	3	8	8	8	5.109426e-01	1	4.780000e-01	6.082642e-01	1
7947	COL4A5	collagen, type IV, alpha 5 (Alport syndrome)	5270	7	0	4	17	0	0	2	19	16	19	7.956945e-01	1	1.120000e-01	6.083505e-01	1
7948	HSD17B13	hydroxysteroid (17-beta) dehydrogenase 13	929	2	0	0	2	0	1	0	3	3	3	6.401290e-01	1	1.840000e-01	6.083659e-01	1
7949	CLEC11A	C-type lectin domain family 11, member A	984	97	0	1	2	1	1	0	4	4	4	2.586636e-01	1	6.690000e-01	6.084355e-01	1
7950	UNC13A	unc-13 homolog A (C. elegans)	5276	15	0	6	14	0	3	0	17	16	16	5.205458e-01	4.280000e-01	8.480000e-01	6.084999e-01	1
7951	ACER2	alkaline ceramidase 2	848	10	0	2	2	0	0	0	2	2	2	7.891289e-01	1	1.890000e-01	6.086662e-01	1
7952	DHRS4	dehydrogenase/reductase (SDR family) member 4	867	24	0	0	1	1	1	0	3	3	3	2.589520e-01	1	7.480000e-01	6.088253e-01	1
7953	HLX	H2.0-like homeobox	1479	10	0	2	7	1	0	0	8	8	8	2.589845e-01	1	9.660000e-01	6.088692e-01	1
7954	UTP15	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	1706	1	0	1	2	0	1	0	3	3	3	8.692141e-01	1	2.240000e-01	6.089250e-01	1
7955	KRT79	keratin 79	1642	8	0	2	7	0	0	1	8	8	8	2.591036e-01	1	8.150000e-01	6.090300e-01	1
7956	ITPKB	inositol 1,4,5-trisphosphate 3-kinase B	2865	8	0	6	10	0	1	3	14	13	14	2.591833e-01	1	8.290000e-01	6.091378e-01	1
7957	OR6S1	olfactory receptor, family 6, subfamily S, member 1	996	124	0	1	1	0	0	1	2	2	2	9.004933e-01	1	2.860000e-01	6.093520e-01	1
7958	PEF1	penta-EF-hand domain containing 1	871	14	0	0	3	0	1	0	4	4	4	2.593672e-01	1	8.460000e-01	6.093860e-01	1
7959	FAM149A	family with sequence similarity 149, member A	1493	7	0	2	6	0	0	1	7	7	7	2.594490e-01	1	8.670000e-01	6.094964e-01	1
7960	PENK	proenkephalin	814	15	0	0	9	1	0	1	11	7	11	2.594524e-01	1	7.740000e-01	6.095010e-01	1
7961	C6orf145	chromosome 6 open reading frame 145	712	2	0	0	1	0	0	0	1	1	1	6.095653e-01	NaN	NaN	6.095653e-01	1
7962	PPM1J	protein phosphatase 1J (PP2C domain containing)	1556	1	0	0	2	0	0	0	2	2	2	6.064424e-01	1	3.910000e-01	6.096425e-01	1
7963	PPP1R13L	protein phosphatase 1, regulatory (inhibitor) subunit 13 like	3105	7	0	7	9	0	0	6	15	12	15	2.595712e-01	1	9.550000e-01	6.096612e-01	1
7964	NALCN	sodium leak channel, non-selective	5389	8	0	16	45	3	3	5	56	42	54	9.142822e-01	2.210000e-01	8.230000e-01	6.097757e-01	1
7965	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	2452	10	0	0	3	1	0	0	4	4	4	2.596626e-01	1	4.470000e-01	6.097844e-01	1
7966	GFRA1	GDNF family receptor alpha 1	1434	14	0	4	8	0	0	2	10	9	10	9.654222e-01	1	1.550000e-01	6.098329e-01	1
7967	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	1321	25	0	0	1	1	0	2	4	4	4	2.598246e-01	1	5.190000e-01	6.100029e-01	1
7968	PILRA	paired immunoglobin-like type 2 receptor alpha	936	0	0	0	0	1	0	0	1	1	1	6.100257e-01	NaN	NaN	6.100257e-01	1
7969	VSX2	visual system homeobox 2	1104	122	0	0	1	0	0	2	3	3	3	2.598653e-01	1	4.810000e-01	6.100576e-01	1
7970	PRSS16	protease, serine, 16 (thymus)	1591	5	0	1	3	0	0	1	4	4	4	6.175995e-01	1	3.250000e-01	6.102518e-01	1
7971	LYRM4	LYR motif containing 4	562	85	0	0	0	0	1	0	1	1	1	6.102811e-01	NaN	NaN	6.102811e-01	1
7972	ARPM1	actin-related protein T3	1123	1	0	3	3	0	0	0	3	3	3	9.566285e-01	1	1.420000e-01	6.105125e-01	1
7973	MYOM1	myomesin 1, 185kDa	5206	1	0	4	10	0	0	6	16	13	16	4.417742e-01	1	5.050000e-01	6.105152e-01	1
7974	SDCBP	syndecan binding protein (syntenin)	932	6	0	1	7	0	0	1	8	5	8	3.380363e-01	1	4.730000e-01	6.106269e-01	1
7975	GPR137C	G protein-coupled receptor 137C	1314	16	0	0	4	0	0	1	5	5	5	2.603462e-01	1	4.060000e-01	6.107053e-01	1
7976	TULP4	tubby like protein 4	4684	3	0	14	15	1	1	4	21	18	21	4.803591e-01	1	2.370000e-01	6.107166e-01	1
7977	FANCD2	Fanconi anemia, complementation group D2	4667	0	1	2	9	2	1	2	14	14	14	2.603858e-01	1	8.530000e-01	6.107585e-01	1
7978	DAAM1	dishevelled associated activator of morphogenesis 1	3337	8	0	2	12	1	1	1	15	13	15	2.604200e-01	1	6.510000e-01	6.108046e-01	1
7979	RFWD2	ring finger and WD repeat domain 2	2272	8	0	0	5	2	1	0	8	8	8	2.604329e-01	1	9.540000e-01	6.108219e-01	1
7980	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28	1612	8	0	0	8	1	0	2	11	11	11	2.605308e-01	1	6.190000e-01	6.109536e-01	1
7981	PNPLA5	patatin-like phospholipase domain containing 5	1322	29	0	2	3	1	0	2	6	6	6	2.605913e-01	1	9.800000e-01	6.110350e-01	1
7982	ZNF28	zinc finger protein 28	2002	19	0	1	1	0	0	1	2	2	2	9.984514e-01	1	2.030000e-01	6.110411e-01	1
7983	KLHL23	kelch-like 23 (Drosophila)	2486	0	0	1	6	1	0	0	7	6	7	6.088977e-01	1	2.680000e-01	6.110578e-01	1
7984	DNTT	deoxynucleotidyltransferase, terminal	1570	16	0	3	5	0	0	0	5	4	5	9.653629e-01	1	1.440000e-01	6.111112e-01	1
7985	GLB1L3	galactosidase, beta 1-like 3	2038	0	0	1	8	0	0	0	8	7	8	8.989391e-01	1	1.410000e-01	6.111709e-01	1
7986	HCST	hematopoietic cell signal transducer	294	31	0	0	1	0	0	0	1	1	1	6.112693e-01	NaN	NaN	6.112693e-01	1
7987	AQP1	aquaporin 1 (Colton blood group)	1081	0	0	0	1	0	0	0	1	1	1	6.112936e-01	NaN	NaN	6.112936e-01	1
7988	RG9MTD2	RNA (guanine-9-) methyltransferase domain containing 2	1052	33	0	1	4	0	0	2	6	6	6	4.206827e-01	1	4.080000e-01	6.113468e-01	1
7989	HNMT	histamine N-methyltransferase	1113	12	2	1	1	0	0	1	2	2	2	8.129069e-01	1	2.990000e-01	6.115079e-01	1
7990	RABGAP1L	RAB GTPase activating protein 1-like	3727	3	0	3	8	0	0	3	11	10	11	4.627667e-01	1	5.050000e-01	6.115849e-01	1
7991	ARHGEF10L	Rho guanine nucleotide exchange factor (GEF) 10-like	3952	6	0	2	18	0	1	1	20	17	20	2.610124e-01	1	1	6.116010e-01	1
7992	IFNG	interferon, gamma	513	10	0	0	2	0	0	0	2	2	2	6.779801e-01	1	2.390000e-01	6.116143e-01	1
7993	NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3	535	12	0	0	3	0	0	0	3	3	3	2.610958e-01	1	6.310000e-01	6.117130e-01	1
7994	PRRX1	paired related homeobox 1	813	11	0	0	5	1	0	1	7	6	7	2.611838e-01	1	9.580000e-01	6.118311e-01	1
7995	AURKB	aurora kinase B	1067	15	0	0	5	0	0	0	5	5	5	6.417515e-01	1	2.670000e-01	6.118433e-01	1
7996	SMNDC1	survival motor neuron domain containing 1	735	12	0	0	3	0	0	0	3	3	3	2.613001e-01	1	7.730000e-01	6.119872e-01	1
7997	DAB1	disabled homolog 1 (Drosophila)	1720	5	1	0	11	0	0	0	11	11	11	2.613330e-01	1	3.860000e-01	6.120314e-01	1
7998	RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	1972	4	0	3	7	0	1	0	8	8	8	4.285014e-01	1	4.440000e-01	6.121023e-01	1
7999	IL15RA	interleukin 15 receptor, alpha	828	3	0	0	5	0	0	0	5	4	5	7.970794e-01	1	1.890000e-01	6.121777e-01	1
8000	RAD23B	RAD23 homolog B (S. cerevisiae)	1266	1	0	0	3	0	0	1	4	4	4	2.616118e-01	1	5.330000e-01	6.124054e-01	1
8001	DTL	denticleless homolog (Drosophila)	2345	18	0	1	5	0	0	0	5	5	5	2.616312e-01	1	5.890000e-01	6.124314e-01	1
8002	QDPR	quinoid dihydropteridine reductase	759	12	0	0	3	0	0	2	5	5	5	2.617488e-01	1	6.780000e-01	6.125890e-01	1
8003	BARX2	BARX homeobox 2	854	17	0	0	3	0	0	0	3	3	3	7.748116e-01	1	2.530000e-01	6.127733e-01	1
8004	SIX4	SIX homeobox 4	2356	14	0	2	4	0	0	2	6	5	6	7.939789e-01	1	2.420000e-01	6.129431e-01	1
8005	YPEL4	yippee-like 4 (Drosophila)	396	45	0	0	1	0	0	0	1	1	1	6.132078e-01	NaN	NaN	6.132078e-01	1
8006	POLR2A	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	6940	19	0	7	21	0	1	2	24	21	23	7.435594e-01	3.130000e-01	4.130000e-01	6.135634e-01	1
8007	SYNE2	spectrin repeat containing, nuclear envelope 2	21231	3	0	16	48	5	2	16	71	49	70	2.625310e-01	6.410000e-01	8.120000e-01	6.136363e-01	1
8008	ERI2	ERI1 exoribonuclease family member 2	2548	1	0	0	0	0	0	1	1	1	1	6.137197e-01	NaN	NaN	6.137197e-01	1
8009	ENHO	energy homeostasis associated	231	1	0	2	2	0	0	0	2	2	2	5.835755e-01	1	2.690000e-01	6.137406e-01	1
8010	LRCH1	leucine-rich repeats and calponin homology (CH) domain containing 1	2481	4	0	0	3	1	0	0	4	3	4	6.533287e-01	1	3.040000e-01	6.137796e-01	1
8011	CUZD1	CUB and zona pellucida-like domains 1	1856	0	0	1	3	0	0	1	4	4	4	8.973889e-01	1	2.760000e-01	6.141762e-01	1
8012	PTCHD2	patched domain containing 2	4259	18	0	6	26	1	0	4	31	26	31	2.629382e-01	1	5.680000e-01	6.141806e-01	1
8013	LRRC25	leucine rich repeat containing 25	922	9	0	2	3	0	0	1	4	4	4	2.629615e-01	1	5.570000e-01	6.142116e-01	1
8014	OR6C74	olfactory receptor, family 6, subfamily C, member 74	938	1	0	4	4	0	0	1	5	5	5	9.325042e-01	1	2.290000e-01	6.142180e-01	1
8015	RIMKLA	ribosomal modification protein rimK-like family member A	1192	93	0	1	7	0	0	0	7	6	7	2.629863e-01	1	8.410000e-01	6.142448e-01	1
