rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
6945	OR8B8	olfactory receptor, family 8, subfamily B, member 8	935	41	0	0	1	0	0	0	1	1	1	5.906259e-01	NaN	NaN	5.906259e-01	1
6946	ATP7A	ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)	4591	1	0	0	2	0	0	0	2	2	2	2.457693e-01	1	8.910000e-01	5.906726e-01	1
6947	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	1881	179	0	1	1	0	0	0	1	1	1	5.907709e-01	NaN	NaN	5.907709e-01	1
6948	DGAT1	diacylglycerol O-acyltransferase homolog 1 (mouse)	1531	159	0	0	1	0	0	0	1	1	1	5.908539e-01	NaN	NaN	5.908539e-01	1
6949	CELF1	CUGBP, Elav-like family member 1	1601	10	0	0	2	0	0	0	2	2	2	2.459727e-01	1	7.510000e-01	5.909580e-01	1
6950	MUC21	mucin 21, cell surface associated	1709	2	0	0	2	0	0	0	2	2	2	2.459993e-01	1	4.880000e-01	5.909953e-01	1
6951	C13orf28	chromosome 13 open reading frame 28	614	306	0	0	1	0	0	0	1	1	1	5.910413e-01	NaN	NaN	5.910413e-01	1
6952	CILP2	cartilage intermediate layer protein 2	3501	3	0	0	1	0	0	0	1	1	1	5.911036e-01	NaN	NaN	5.911036e-01	1
6953	GFOD2	glucose-fructose oxidoreductase domain containing 2	1166	142	0	1	1	0	0	0	1	1	1	5.912637e-01	NaN	NaN	5.912637e-01	1
6954	CACNA1I	calcium channel, voltage-dependent, T type, alpha 1I subunit	6816	32	0	2	1	0	0	1	2	2	2	6.445274e-01	1	1.690000e-01	5.912899e-01	1
6955	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	668	1000	0	0	1	0	0	0	1	1	1	5.914226e-01	NaN	NaN	5.914226e-01	1
6956	HIST1H1T	histone cluster 1, H1t	628	565	0	0	1	0	0	0	1	1	1	5.914550e-01	NaN	NaN	5.914550e-01	1
6957	RHBG	Rh family, B glycoprotein	1416	55	0	1	1	0	0	0	1	1	1	5.914651e-01	NaN	NaN	5.914651e-01	1
6958	AK5	adenylate kinase 5	1741	5	0	0	1	0	0	0	1	1	1	5.915104e-01	NaN	NaN	5.915104e-01	1
6959	CASKIN2	CASK interacting protein 2	3681	68	0	1	1	0	0	0	1	1	1	5.915732e-01	NaN	NaN	5.915732e-01	1
6960	MCHR2	melanin-concentrating hormone receptor 2	1043	1	0	2	1	0	0	0	1	1	1	5.917001e-01	NaN	NaN	5.917001e-01	1
6961	MRPL44	mitochondrial ribosomal protein L44	1013	17	0	0	1	0	0	0	1	1	1	5.917638e-01	NaN	NaN	5.917638e-01	1
6962	SLC41A1	solute carrier family 41, member 1	1578	114	0	1	2	0	0	0	2	2	2	2.465668e-01	1	6.020000e-01	5.917905e-01	1
6963	PPARA	peroxisome proliferator-activated receptor alpha	1431	59	0	0	2	0	0	0	2	2	2	2.465971e-01	1	6.750000e-01	5.918329e-01	1
6964	C15orf63	chromosome 15 open reading frame 63	402	918	0	0	0	1	0	0	1	1	1	5.919330e-01	NaN	NaN	5.919330e-01	1
6965	FOXD2	forkhead box D2	1488	1000	0	0	3	0	0	0	3	3	3	2.468119e-01	1	9.940000e-01	5.921335e-01	1
6966	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	2611	75	0	1	1	1	0	0	2	2	2	2.468716e-01	1	4.480000e-01	5.922171e-01	1
6967	RBM14	RNA binding motif protein 14	2018	2	0	0	3	0	0	0	3	2	3	3.129199e-01	1	4.680000e-01	5.922481e-01	1
6968	MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	1667	150	0	0	0	0	1	0	1	1	1	5.922628e-01	NaN	NaN	5.922628e-01	1
6969	ANKH	ankylosis, progressive homolog (mouse)	1523	7	0	1	2	0	0	0	2	2	2	2.469197e-01	1	8.660000e-01	5.922844e-01	1
6970	NR3C2	nuclear receptor subfamily 3, group C, member 2	2987	8	0	1	3	0	0	0	3	3	3	2.469272e-01	1	4.720000e-01	5.922948e-01	1
6971	CXorf61	chromosome X open reading frame 61	348	300	0	0	1	0	0	0	1	1	1	5.924126e-01	NaN	NaN	5.924126e-01	1
6972	TMEM56	transmembrane protein 56	816	380	0	0	1	0	0	0	1	1	1	5.926035e-01	NaN	NaN	5.926035e-01	1
6973	METT11D1	methyltransferase 11 domain containing 1	1492	209	0	0	1	0	0	0	1	1	1	5.926781e-01	NaN	NaN	5.926781e-01	1
6974	NEU4	sialidase 4	1506	223	0	0	1	1	0	0	2	2	2	2.472200e-01	1	8.420000e-01	5.927041e-01	1
6975	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	3033	14	0	0	2	0	0	0	2	2	2	9.931425e-01	1	2.300000e-01	5.928055e-01	1
6976	UFD1L	ubiquitin fusion degradation 1 like (yeast)	968	156	0	0	0	0	1	0	1	1	1	5.928455e-01	NaN	NaN	5.928455e-01	1
6977	ANTXR1	anthrax toxin receptor 1	1836	418	0	0	1	0	0	1	2	2	2	2.474022e-01	1	8.650000e-01	5.929587e-01	1
6978	MKRN3	makorin, ring finger protein, 3	1524	28	0	0	1	0	0	0	1	1	1	5.931123e-01	NaN	NaN	5.931123e-01	1
6979	ELF1	E74-like factor 1 (ets domain transcription factor)	1888	33	0	0	1	0	0	0	1	1	1	5.931310e-01	NaN	NaN	5.931310e-01	1
6980	ZNF790	zinc finger protein 790	1927	38	0	0	1	0	0	0	1	1	1	5.932007e-01	NaN	NaN	5.932007e-01	1
6981	HLA-DOA	major histocompatibility complex, class II, DO alpha	771	449	0	0	1	0	0	0	1	1	1	5.933590e-01	NaN	NaN	5.933590e-01	1
6982	CYP2J2	cytochrome P450, family 2, subfamily J, polypeptide 2	1543	33	0	0	0	0	0	1	1	1	1	5.935257e-01	NaN	NaN	5.935257e-01	1
6983	NLRP11	NLR family, pyrin domain containing 11	3138	0	0	0	1	0	0	0	1	1	1	5.935695e-01	NaN	NaN	5.935695e-01	1
6984	THAP3	THAP domain containing, apoptosis associated protein 3	548	487	0	0	1	0	0	0	1	1	1	5.936374e-01	NaN	NaN	5.936374e-01	1
6985	ZNF43	zinc finger protein 43	2442	11	0	1	2	0	0	0	2	2	2	9.955668e-01	1	1.660000e-01	5.936481e-01	1
6986	C9orf172	chromosome 9 open reading frame 172	2930	73	0	0	2	0	0	0	2	2	2	4.912981e-01	1	4.290000e-01	5.939401e-01	1
6987	ZNF76	zinc finger protein 76 (expressed in testis)	1765	646	0	1	1	0	0	0	1	1	1	5.939403e-01	NaN	NaN	5.939403e-01	1
6988	KLHDC10	kelch domain containing 10	1365	28	0	0	2	0	0	0	2	2	2	2.481074e-01	1	9.780000e-01	5.939427e-01	1
6989	HAL	histidine ammonia-lyase	2054	136	0	0	2	0	0	0	2	2	2	2.481080e-01	1	9.970000e-01	5.939435e-01	1
6990	AXIN1	axin 1	2629	10	0	0	1	0	0	0	1	1	1	5.942872e-01	NaN	NaN	5.942872e-01	1
6991	KIAA1683	KIAA1683	4118	61	0	1	3	0	0	0	3	3	3	4.881481e-01	1	4.020000e-01	5.944442e-01	1
6992	PDK2	pyruvate dehydrogenase kinase, isozyme 2	1264	34	0	0	1	0	0	0	1	1	1	5.945786e-01	NaN	NaN	5.945786e-01	1
6993	SIX2	SIX homeobox 2	880	0	0	2	2	0	0	0	2	2	2	2.485678e-01	1	7.900000e-01	5.945841e-01	1
6994	GPR157	G protein-coupled receptor 157	1022	10	0	1	1	0	0	0	1	1	1	5.946878e-01	NaN	NaN	5.946878e-01	1
6995	IP6K3	inositol hexakisphosphate kinase 3	1249	133	0	0	1	0	0	0	1	1	1	5.946887e-01	NaN	NaN	5.946887e-01	1
6996	DERA	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)	989	520	0	0	1	0	0	0	1	1	1	5.949120e-01	NaN	NaN	5.949120e-01	1
6997	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	2057	78	0	2	2	0	0	0	2	2	2	2.488160e-01	1	9.810000e-01	5.949294e-01	1
6998	PLTP	phospholipid transfer protein	1542	13	0	0	1	0	0	0	1	1	1	5.949655e-01	NaN	NaN	5.949655e-01	1
6999	LINGO1	leucine rich repeat and Ig domain containing 1	1869	367	0	1	4	0	0	0	4	3	4	2.488987e-01	1	4.930000e-01	5.950444e-01	1
7000	DNAJC2	DnaJ (Hsp40) homolog, subfamily C, member 2	1932	59	0	1	1	0	0	1	2	2	2	4.183511e-01	1	5.420000e-01	5.950725e-01	1
7001	AFF1	AF4/FMR2 family, member 1	3756	1	0	0	3	0	0	0	3	3	3	2.489333e-01	1	4.560000e-01	5.950925e-01	1
7002	BCAT1	branched chain aminotransferase 1, cytosolic	1252	233	0	0	1	0	0	0	1	1	1	5.950944e-01	NaN	NaN	5.950944e-01	1
7003	RPS6KA2	ribosomal protein S6 kinase, 90kDa, polypeptide 2	2411	207	0	1	2	0	0	0	2	1	2	7.684054e-01	1	2.890000e-01	5.951343e-01	1
7004	UNC13D	unc-13 homolog D (C. elegans)	3397	47	0	2	4	0	0	0	4	4	4	2.490413e-01	1	4.740000e-01	5.952427e-01	1
7005	CLIC1	chloride intracellular channel 1	746	905	0	0	1	0	0	0	1	1	1	5.953406e-01	NaN	NaN	5.953406e-01	1
7006	POFUT1	protein O-fucosyltransferase 1	1238	273	0	0	1	0	0	0	1	1	1	5.953614e-01	NaN	NaN	5.953614e-01	1
7007	CAPN1	calpain 1, (mu/I) large subunit	2228	84	0	0	2	0	0	0	2	1	2	6.882561e-01	1	2.640000e-01	5.953920e-01	1
7008	FMR1	fragile X mental retardation 1	1963	230	0	0	1	0	0	0	1	1	1	5.956478e-01	NaN	NaN	5.956478e-01	1
7009	RHCG	Rh family, C glycoprotein	1482	22	0	1	2	0	0	0	2	2	2	2.493343e-01	1	4.500000e-01	5.956499e-01	1
7010	MRPS22	mitochondrial ribosomal protein S22	1115	188	0	0	1	0	0	0	1	1	1	5.957387e-01	NaN	NaN	5.957387e-01	1
7011	KBTBD13	kelch repeat and BTB (POZ) domain containing 13	1377	777	0	0	1	0	0	0	1	1	1	5.957396e-01	NaN	NaN	5.957396e-01	1
7012	ZDHHC8	zinc finger, DHHC-type containing 8	2551	4	0	0	2	0	0	0	2	1	2	6.727833e-01	1	3.400000e-01	5.960224e-01	1
7013	OR52E8	olfactory receptor, family 52, subfamily E, member 8	952	3	0	0	1	0	0	0	1	1	1	5.960413e-01	NaN	NaN	5.960413e-01	1
7014	RBM34	RNA binding motif protein 34	1354	129	0	1	1	0	0	0	1	1	1	5.961926e-01	NaN	NaN	5.961926e-01	1
7015	C17orf70	chromosome 17 open reading frame 70	2680	96	0	1	1	0	0	1	2	2	2	2.498076e-01	1	6.680000e-01	5.963068e-01	1
7016	TUBB1	tubulin, beta 1	1368	129	0	0	2	0	0	0	2	2	2	2.498592e-01	1	9.480000e-01	5.963784e-01	1
7017	GAL3ST1	galactose-3-O-sulfotransferase 1	1280	386	0	1	2	0	0	0	2	2	2	2.499554e-01	1	2.600000e-01	5.965118e-01	1
7018	SPAG17	sperm associated antigen 17	6864	3	0	0	3	1	0	0	4	4	4	9.509501e-01	1	2.070000e-01	5.967120e-01	1
7019	LTF	lactotransferrin	2199	1	0	0	3	0	0	0	3	3	3	2.501202e-01	1	6.430000e-01	5.967402e-01	1
7020	KCNS1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1	1593	898	0	0	1	0	0	0	1	1	1	5.967425e-01	NaN	NaN	5.967425e-01	1
7021	SH3PXD2A	SH3 and PX domains 2A	3370	94	0	2	1	0	0	0	1	1	1	5.967505e-01	NaN	NaN	5.967505e-01	1
7022	GRHL2	grainyhead-like 2 (Drosophila)	1938	18	0	0	1	0	0	0	1	1	1	5.969434e-01	NaN	NaN	5.969434e-01	1
7023	SYNJ1	synaptojanin 1	5001	12	0	1	3	0	0	0	3	3	3	2.503318e-01	1	4.360000e-01	5.970334e-01	1
7024	EFNA2	ephrin-A2	654	17	0	0	1	0	0	0	1	1	1	5.970712e-01	NaN	NaN	5.970712e-01	1
7025	KPNB1	karyopherin (importin) beta 1	2716	3	0	0	1	0	0	0	1	1	1	5.971138e-01	NaN	NaN	5.971138e-01	1
7026	TADA2A	transcriptional adaptor 2A	1487	34	0	0	1	0	0	0	1	1	1	5.971618e-01	NaN	NaN	5.971618e-01	1
7027	LGI2	leucine-rich repeat LGI family, member 2	1668	390	0	1	1	0	0	0	1	1	1	5.972676e-01	NaN	NaN	5.972676e-01	1
7028	MAP1B	microtubule-associated protein 1B	7431	1	0	2	2	0	0	0	2	2	2	5.113545e-01	1	3.200000e-01	5.973544e-01	1
7029	HAGH	hydroxyacylglutathione hydrolase	959	297	0	0	1	0	0	0	1	1	1	5.973570e-01	NaN	NaN	5.973570e-01	1
7030	ROBLD3		390	1000	0	0	1	0	0	0	1	1	1	5.973648e-01	NaN	NaN	5.973648e-01	1
7031	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region, gene 1	1024	877	0	0	0	0	0	1	1	1	1	5.974054e-01	NaN	NaN	5.974054e-01	1
7032	CCL15	chemokine (C-C motif) ligand 15	354	1000	0	0	1	0	0	0	1	1	1	5.975851e-01	NaN	NaN	5.975851e-01	1
7033	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like	1291	243	0	0	1	0	0	0	1	1	1	5.977462e-01	NaN	NaN	5.977462e-01	1
7034	PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	874	861	0	0	1	0	0	0	1	1	1	5.977701e-01	NaN	NaN	5.977701e-01	1
7035	PNLIPRP1	pancreatic lipase-related protein 1	1452	140	0	1	1	0	0	0	1	1	1	5.977937e-01	NaN	NaN	5.977937e-01	1
7036	MRPL11	mitochondrial ribosomal protein L11	676	499	0	0	1	0	0	0	1	1	1	5.979326e-01	NaN	NaN	5.979326e-01	1
7037	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	1999	86	0	0	2	0	0	0	2	2	2	6.502550e-01	1	2.300000e-01	5.979557e-01	1
7038	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)	825	604	0	0	0	0	1	0	1	1	1	5.980223e-01	NaN	NaN	5.980223e-01	1
7039	ZNF823	zinc finger protein 823	1845	92	0	0	2	0	0	0	2	2	2	2.510714e-01	1	9.200000e-01	5.980566e-01	1
7040	SYNM	synemin, intermediate filament protein	4709	9	0	0	1	0	0	0	1	1	1	5.984111e-01	NaN	NaN	5.984111e-01	1
7041	FAM180A	family with sequence similarity 180, member A	530	1000	0	0	1	0	0	0	1	1	1	5.984835e-01	NaN	NaN	5.984835e-01	1
7042	TSPAN6	tetraspanin 6	767	1000	0	0	0	0	0	1	1	1	1	5.985242e-01	NaN	NaN	5.985242e-01	1
7043	KIAA1324L	KIAA1324-like	3174	471	0	1	5	0	0	0	5	4	5	2.514595e-01	1	7.230000e-01	5.985927e-01	1
7044	ANKRD13C	ankyrin repeat domain 13C	1674	13	0	0	2	0	0	0	2	2	2	2.515923e-01	1	3.020000e-01	5.987760e-01	1
7045	CALU	calumenin	1170	460	0	0	1	0	0	0	1	1	1	5.988236e-01	NaN	NaN	5.988236e-01	1
7046	NOL10	nucleolar protein 10	2147	172	0	0	1	0	0	0	1	1	1	5.988653e-01	NaN	NaN	5.988653e-01	1
7047	KRTAP3-1	keratin associated protein 3-1	299	1000	0	0	1	0	0	0	1	1	1	5.989960e-01	NaN	NaN	5.989960e-01	1
7048	SLC18A3	solute carrier family 18 (vesicular acetylcholine), member 3	1599	2	0	0	1	0	0	0	1	1	1	5.992546e-01	NaN	NaN	5.992546e-01	1
7049	DKC1	dyskeratosis congenita 1, dyskerin	1601	44	0	0	1	0	0	0	1	1	1	5.993985e-01	NaN	NaN	5.993985e-01	1
7050	NR1H3	nuclear receptor subfamily 1, group H, member 3	1380	34	0	0	1	0	0	0	1	1	1	5.994334e-01	NaN	NaN	5.994334e-01	1
7051	RNF181	ring finger protein 181	480	872	0	0	1	0	0	0	1	1	1	5.996100e-01	NaN	NaN	5.996100e-01	1
7052	CNTN4	contactin 4	3169	1	0	4	0	2	0	0	2	2	2	2.522420e-01	1	6.730000e-01	5.996716e-01	1
7053	OR6M1	olfactory receptor, family 6, subfamily M, member 1	941	679	0	0	1	0	0	0	1	1	1	5.998830e-01	NaN	NaN	5.998830e-01	1
7054	THOC2	THO complex 2	4936	7	0	0	1	0	0	0	1	1	1	5.998882e-01	NaN	NaN	5.998882e-01	1
7055	TCP11L2	t-complex 11 (mouse)-like 2	1596	101	0	0	1	0	0	0	1	1	1	5.998944e-01	NaN	NaN	5.998944e-01	1
7056	WEE2	WEE1 homolog 2 (S. pombe)	1748	24	0	0	1	0	0	0	1	1	1	6.000209e-01	NaN	NaN	6.000209e-01	1
7057	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	663	669	0	0	1	0	0	0	1	1	1	6.000428e-01	NaN	NaN	6.000428e-01	1
7058	RSPH9	radial spoke head 9 homolog (Chlamydomonas)	851	19	0	1	1	0	0	0	1	1	1	6.002366e-01	NaN	NaN	6.002366e-01	1
7059	CARD9	caspase recruitment domain family, member 9	1710	193	0	1	2	0	0	0	2	2	2	2.527095e-01	1	7.220000e-01	6.003151e-01	1
7060	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	2231	54	0	0	1	0	0	0	1	1	1	6.003789e-01	NaN	NaN	6.003789e-01	1
7061	OR5AK2	olfactory receptor, family 5, subfamily AK, member 2	928	55	0	0	1	0	0	0	1	1	1	6.004691e-01	NaN	NaN	6.004691e-01	1
7062	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	1908	1	0	0	1	1	0	0	2	1	2	5.798951e-01	1	3.710000e-01	6.004867e-01	1
7063	DAK	dihydroxyacetone kinase 2 homolog (S. cerevisiae)	1792	238	0	1	0	0	1	0	1	1	1	6.005229e-01	NaN	NaN	6.005229e-01	1
7064	VSIG10	V-set and immunoglobulin domain containing 10	1655	63	0	0	1	0	0	0	1	1	1	6.007861e-01	NaN	NaN	6.007861e-01	1
7065	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein-like 2	1608	35	0	0	1	0	0	0	1	1	1	6.008773e-01	NaN	NaN	6.008773e-01	1
7066	LRFN2	leucine rich repeat and fibronectin type III domain containing 2	2378	23	0	1	1	0	0	0	1	1	1	6.010233e-01	NaN	NaN	6.010233e-01	1
7067	HIST1H2AI	histone cluster 1, H2ai	397	1000	0	0	1	0	0	0	1	1	1	6.010649e-01	NaN	NaN	6.010649e-01	1
7068	HMMR	hyaluronan-mediated motility receptor (RHAMM)	2246	13	0	0	0	1	0	0	1	1	1	6.013902e-01	NaN	NaN	6.013902e-01	1
7069	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	2284	25	1	2	1	0	0	0	1	1	1	6.014541e-01	NaN	NaN	6.014541e-01	1
7070	CRISP3	cysteine-rich secretory protein 3	766	52	0	0	1	0	0	0	1	1	1	6.015321e-01	NaN	NaN	6.015321e-01	1
7071	ILK	integrin-linked kinase	1411	307	0	0	1	0	0	0	1	1	1	6.016367e-01	NaN	NaN	6.016367e-01	1
7072	LRP5L	low density lipoprotein receptor-related protein 5-like	771	393	0	0	1	0	0	0	1	1	1	6.018563e-01	NaN	NaN	6.018563e-01	1
7073	NAPSA	napsin A aspartic peptidase	1299	414	0	1	2	0	0	0	2	2	2	2.538622e-01	1	8.390000e-01	6.018980e-01	1
7074	KLRAQ1		2431	47	0	0	1	0	0	0	1	1	1	6.019832e-01	NaN	NaN	6.019832e-01	1
7075	KIAA1274	KIAA1274	2647	55	0	1	2	0	0	0	2	2	2	2.539513e-01	1	7.700000e-01	6.020202e-01	1
7076	ZNF527	zinc finger protein 527	1846	57	0	0	1	0	0	0	1	1	1	6.021260e-01	NaN	NaN	6.021260e-01	1
7077	RAPGEF2	Rap guanine nucleotide exchange factor (GEF) 2	4592	6	0	0	2	0	0	0	2	2	2	2.541113e-01	1	3.460000e-01	6.022394e-01	1
7078	VCX	variable charge, X-linked	625	623	0	0	1	0	0	0	1	1	1	6.022604e-01	NaN	NaN	6.022604e-01	1
7079	GTDC1	glycosyltransferase-like domain containing 1	1413	20	0	0	3	0	0	0	3	2	3	2.543497e-01	1	6.690000e-01	6.025659e-01	1
7080	APLF	aprataxin and PNKP like factor	1572	0	0	3	1	0	0	0	1	1	1	6.026221e-01	NaN	NaN	6.026221e-01	1
7081	CENPE	centromere protein E, 312kDa	8300	63	0	3	2	0	1	0	3	3	3	6.015952e-01	1	4.130000e-01	6.027371e-01	1
7082	C10orf93	chromosome 10 open reading frame 93	1252	72	0	0	1	0	0	0	1	1	1	6.027987e-01	NaN	NaN	6.027987e-01	1
7083	RPL7A	ribosomal protein L7a	833	230	0	0	1	0	0	0	1	1	1	6.028433e-01	NaN	NaN	6.028433e-01	1
7084	AEN	apoptosis enhancing nuclease	990	418	0	0	1	0	0	0	1	1	1	6.028558e-01	NaN	NaN	6.028558e-01	1
7085	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	4265	6	0	1	5	0	2	0	7	5	7	2.546366e-01	1	9.440000e-01	6.029585e-01	1
7086	ARHGAP22	Rho GTPase activating protein 22	2133	22	0	0	2	0	0	0	2	2	2	2.546371e-01	1	5.470000e-01	6.029592e-01	1
7087	MEF2C	myocyte enhancer factor 2C	1600	61	0	0	3	0	0	0	3	3	3	2.546821e-01	1	4.030000e-01	6.030208e-01	1
7088	MUC4	mucin 4, cell surface associated	3623	35	0	1	1	0	0	0	1	1	1	6.030609e-01	NaN	NaN	6.030609e-01	1
7089	LMBR1	limb region 1 homolog (mouse)	1537	167	0	0	2	0	0	0	2	2	2	2.547892e-01	1	9.560000e-01	6.031673e-01	1
7090	TRAK2	trafficking protein, kinesin binding 2	2801	21	0	0	1	1	0	0	2	2	2	2.547949e-01	1	8.530000e-01	6.031751e-01	1
7091	PLEKHG1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1	4218	31	0	1	5	0	0	0	5	4	5	2.548189e-01	1	5.650000e-01	6.032078e-01	1
7092	PLCZ1	phospholipase C, zeta 1	1881	75	1	0	2	1	0	0	3	3	3	2.548302e-01	1	8.550000e-01	6.032233e-01	1
7093	XDH	xanthine dehydrogenase	4144	11	0	3	1	0	0	0	1	1	1	6.032551e-01	NaN	NaN	6.032551e-01	1
7094	C10orf137	chromosome 10 open reading frame 137	3707	6	0	0	2	0	1	0	3	3	3	2.548861e-01	1	6.630000e-01	6.032998e-01	1
7095	SLC16A2	solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	1862	64	0	0	2	0	0	0	2	2	2	2.549082e-01	1	7.910000e-01	6.033299e-01	1
7096	TMTC4	transmembrane and tetratricopeptide repeat containing 4	2351	21	0	0	2	0	0	0	2	2	2	2.549413e-01	1	8.080000e-01	6.033752e-01	1
7097	SCARA5	scavenger receptor class A, member 5 (putative)	1520	380	0	0	0	0	1	0	1	1	1	6.036713e-01	NaN	NaN	6.036713e-01	1
7098	EFNB3	ephrin-B3	1039	441	0	0	2	0	0	0	2	2	2	4.656372e-01	1	4.790000e-01	6.036865e-01	1
7099	METTL9	methyltransferase like 9	973	488	0	0	2	0	0	0	2	2	2	2.552224e-01	1	7.690000e-01	6.037592e-01	1
7100	TLR2	toll-like receptor 2	2359	2	0	0	2	0	0	0	2	2	2	2.552299e-01	1	6.090000e-01	6.037695e-01	1
7101	SRM	spermidine synthase	939	8	0	1	1	0	0	0	1	1	1	6.037868e-01	NaN	NaN	6.037868e-01	1
7102	PHKA1	phosphorylase kinase, alpha 1 (muscle)	3796	17	0	0	2	0	0	0	2	2	2	2.553634e-01	1	4.940000e-01	6.039518e-01	1
7103	ATF6	activating transcription factor 6	2075	664	0	1	1	0	0	0	1	1	1	6.039909e-01	NaN	NaN	6.039909e-01	1
7104	KIAA1949	KIAA1949	1854	11	0	0	0	0	0	1	1	1	1	6.040391e-01	NaN	NaN	6.040391e-01	1
7105	IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2	1862	1	0	0	1	0	0	0	1	1	1	6.041583e-01	NaN	NaN	6.041583e-01	1
7106	SIGLEC11	sialic acid binding Ig-like lectin 11	2139	53	0	2	1	0	0	0	1	1	1	6.041942e-01	NaN	NaN	6.041942e-01	1
7107	ARSI	arylsulfatase family, member I	1714	32	0	0	1	0	0	0	1	1	1	6.042365e-01	NaN	NaN	6.042365e-01	1
7108	RSPH10B	radial spoke head 10 homolog B (Chlamydomonas)	5378	11	0	0	1	0	0	0	1	1	1	6.044016e-01	NaN	NaN	6.044016e-01	1
7109	SASH3	SAM and SH3 domain containing 3	1171	2	0	1	1	0	0	0	1	1	1	6.044052e-01	NaN	NaN	6.044052e-01	1
7110	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	794	89	0	0	1	0	0	0	1	1	1	6.044959e-01	NaN	NaN	6.044959e-01	1
7111	CATSPER2	cation channel, sperm associated 2	1678	55	0	0	1	0	0	0	1	1	1	6.046604e-01	NaN	NaN	6.046604e-01	1
7112	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	1464	211	0	1	1	0	0	0	1	1	1	6.047598e-01	NaN	NaN	6.047598e-01	1
7113	SERPINA9	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	1324	134	0	1	1	0	0	0	1	1	1	6.050652e-01	NaN	NaN	6.050652e-01	1
7114	PAPOLB	poly(A) polymerase beta (testis specific)	1914	0	0	0	2	0	0	0	2	2	2	2.562020e-01	1	5.840000e-01	6.050951e-01	1
7115	VPRBP	Vpr (HIV-1) binding protein	4457	38	0	1	1	0	0	0	1	1	1	6.051272e-01	NaN	NaN	6.051272e-01	1
7116	FAM5B	family with sequence similarity 5, member B	2380	53	0	1	4	0	0	0	4	3	4	2.562647e-01	1	8.930000e-01	6.051805e-01	1
7117	ABCF3	ATP-binding cassette, sub-family F (GCN20), member 3	2210	3	0	0	1	0	0	0	1	1	1	6.052719e-01	NaN	NaN	6.052719e-01	1
7118	ERBB2IP	erbb2 interacting protein	4208	54	0	2	1	0	0	0	1	1	1	6.053838e-01	NaN	NaN	6.053838e-01	1
7119	MAN2C1	mannosidase, alpha, class 2C, member 1	3225	40	0	1	3	0	0	0	3	3	3	2.564517e-01	1	9.450000e-01	6.054350e-01	1
7120	GPR39	G protein-coupled receptor 39	1366	46	0	0	3	0	0	0	3	1	3	7.501153e-01	1	3.090000e-01	6.055544e-01	1
7121	CCDC112	coiled-coil domain containing 112	1626	138	0	0	2	0	0	0	2	2	2	2.565416e-01	1	3.740000e-01	6.055573e-01	1
7122	LMO7	LIM domain 7	5246	9	0	1	1	0	0	0	1	1	1	6.056992e-01	NaN	NaN	6.056992e-01	1
7123	SH2D2A	SH2 domain protein 2A	1234	361	0	0	1	0	0	0	1	1	1	6.057571e-01	NaN	NaN	6.057571e-01	1
7124	TPM2	tropomyosin 2 (beta)	1054	55	0	0	1	0	0	0	1	1	1	6.059629e-01	NaN	NaN	6.059629e-01	1
7125	STOML3	stomatin (EPB72)-like 3	931	355	0	0	1	0	0	0	1	1	1	6.061106e-01	NaN	NaN	6.061106e-01	1
7126	OR2A2	olfactory receptor, family 2, subfamily A, member 2	955	58	0	1	2	0	0	0	2	2	2	2.569620e-01	1	9.380000e-01	6.061289e-01	1
7127	LCE3E	late cornified envelope 3E	283	596	0	0	0	1	0	0	1	1	1	6.062114e-01	NaN	NaN	6.062114e-01	1
7128	FERMT1	fermitin family homolog 1 (Drosophila)	2090	5	0	0	1	0	0	0	1	1	1	6.062405e-01	NaN	NaN	6.062405e-01	1
