gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
TDRD3	1547610	421984	191192	2	2	2	2	1	20	1.760272e+00	9.060083e-01	8.153925e+00	1.754199e+00	1
SSX5	564172	142272	149494	1	1	1	0	1	5	1.134866e+00	9.060173e-01	3.316442e+00	8.162620e-01	1
GIMAP2	796334	208468	41039	1	1	1	3	0	14	1.585691e+00	9.060934e-01	2.531113e+00	3.850650e-01	1
ACADL	965324	255904	196412	1	1	1	0	0	20	1.258598e+00	9.061122e-01	1.886020e+00	3.450310e-01	1
ARID5A	1091788	347800	85590	1	1	1	0	0	20	1.455446e+00	9.062760e-01	3.493379e+00	8.942700e-01	1
OR4K1	719270	203534	24378	3	2	3	2	0	20	2.196381e+00	9.062860e-01	3.124460e+00	1.415021e+00	1
SLC39A12	1544262	430768	226075	8	8	8	0	0	0	0	9.062865e-01	2.703726e+01	1.051405e+00	1
ENPP6	1034346	291430	162250	2	2	2	1	0	8	8.690694e-01	9.063439e-01	4.779610e+00	7.919870e-01	1
OSBP	1693402	447552	272764	1	1	1	0	0	18	6.358324e-01	9.066011e-01	3.004825e+00	5.662920e-01	1
XPC	2037262	570082	228639	6	5	6	2	0	20	1.648226e+00	9.066436e-01	1.257841e+01	9.643240e-01	1
TBCCD1	1331848	381368	136948	1	1	1	2	0	20	1.082057e+00	9.066619e-01	3.165063e+00	4.887330e-01	1
TRIM16L	821028	215378	80588	1	1	1	1	1	20	1.391160e+00	9.066884e-01	2.474433e+00	4.331530e-01	1
TACC3	1661512	485306	237047	3	3	3	0	0	20	1.954396e+00	9.067129e-01	1.157157e+01	1.015917e+00	1
PTGFRN	1864332	560190	156664	3	3	3	1	0	20	1.089011e+00	9.067780e-01	7.533809e+00	1.582071e+00	1
KIAA2026	4420730	1359314	73135	14	10	14	4	0	20	1.705068e+00	9.068406e-01	2.582775e+01	1.327855e+00	1
ATAD3A	987372	294532	231090	1	1	1	0	1	20	8.305883e-01	9.069706e-01	2.826976e+00	5.784990e-01	1
LAMA1	7079720	1992700	1206178	18	18	18	5	0	0	7.778946e-01	9.069828e-01	4.974765e+01	9.341630e-01	1
HAPLN1	824010	235144	83308	1	1	1	0	0	8	7.074768e-01	9.070043e-01	1.920456e+00	4.464650e-01	1
E2F3	983072	299364	127902	3	2	3	0	0	20	1.225743e+00	9.070198e-01	3.036889e+00	7.516290e-01	1
WAS	729910	232108	159545	7	7	7	2	0	1	2.860148e+00	9.071390e-01	2.291581e+01	8.945590e-01	1
POLG	2750652	785472	453942	7	7	6	1	0	5	1.292946e+00	9.071541e-01	2.078469e+01	9.027940e-01	1
NDN	634320	191678	23477	1	1	1	2	0	12	1.607985e+00	9.072557e-01	3.376912e+00	1.561180e+00	1
MAP3K13	2280328	626398	301824	10	10	10	1	0	0	5.361626e-01	9.072805e-01	3.848582e+01	1.222615e+00	1
NPRL2	952792	275754	233303	1	1	1	0	0	14	8.289410e-01	9.073981e-01	2.423623e+00	3.375600e-01	1
FAM47C	2278076	753760	15868	16	15	16	3	0	1	1.157445e+00	9.074938e-01	3.830960e+01	8.511790e-01	1
AIFM1	1480000	441624	330407	3	3	3	1	0	6	7.267334e-01	9.074946e-01	8.303469e+00	1.019032e+00	1
MMP9	1247868	379398	199548	3	3	3	3	0	8	1.020465e+00	9.075075e-01	7.548332e+00	9.084120e-01	1
IFT46	867494	220330	230249	2	2	2	0	0	2	1.004704e+00	9.075261e-01	6.475463e+00	7.590840e-01	1
SPARC	727192	190690	181731	1	1	1	1	1	20	1.522394e+00	9.075784e-01	1.682729e+00	4.498600e-01	1
SHC3	1140128	324058	236945	1	1	1	1	0	10	8.287808e-01	9.075993e-01	3.301257e+00	5.236370e-01	1
THAP4	1191582	363602	105290	1	1	1	1	0	20	6.711115e-01	9.077555e-01	2.336037e+00	3.798480e-01	1
FCER2	625266	170876	157423	1	1	1	0	0	7	3.961430e-01	9.078245e-01	2.782525e+00	3.435330e-01	1
LSM14A	1056088	309220	188077	1	1	1	1	0	20	9.071620e-01	9.078346e-01	1.651492e+00	5.243470e-01	1
SYNPO2	2865230	887236	93092	7	7	7	3	0	20	1.391163e+00	9.078604e-01	1.495433e+01	1.065293e+00	1
SPAG16	1454342	376422	294293	3	3	3	4	0	5	1.682507e+00	9.078791e-01	1.025854e+01	1.132287e+00	1
NT5DC1	2559818	823956	280977	2	2	2	0	0	20	9.240952e-01	9.079146e-01	8.278409e+00	1.377607e+00	1
NDST2	2122930	646056	274125	1	1	1	1	0	20	7.768614e-01	9.079322e-01	5.134949e+00	1.548218e+00	1
QPRT	540382	189678	69093	1	1	1	1	0	2	7.618608e-01	9.081558e-01	6.080109e+00	1.619441e+00	1
KIAA0226	2317884	657026	501528	7	7	7	1	0	3	7.208078e-01	9.081904e-01	1.685082e+01	9.091770e-01	1
NFX1	2697114	704414	465703	4	4	4	1	0	9	8.629759e-01	9.082419e-01	1.015800e+01	9.322770e-01	1
CYP11B2	1148068	349752	173571	4	4	4	2	0	3	8.518057e-01	9.084442e-01	1.145128e+01	1.128689e+00	1
MIP	585878	203528	83146	1	1	1	0	0	2	0	9.084597e-01	3.366902e+00	4.991840e-01	1
TLR7	2443348	666900	45926	9	9	9	0	1	2	4.161998e-01	9.084830e-01	2.581007e+01	1.283216e+00	1
INPP5A	903272	222366	335838	1	1	1	1	0	5	1.129125e+00	9.085432e-01	3.349498e+00	8.312860e-01	1
BIRC6	10180536	2977604	1081392	23	20	23	4	0	4	8.601298e-01	9.087489e-01	4.825990e+01	1.070356e+00	1
CMYA5	9003614	2570770	138629	35	23	35	7	0	5	1.346748e+00	9.088038e-01	5.456396e+01	8.606140e-01	1
UBE3A	2068070	533568	299051	3	3	3	1	0	8	1.452555e+00	9.088159e-01	1.158747e+01	1.021760e+00	1
MRPS9	947474	249958	219038	1	1	1	0	0	2	5.010606e-01	9.089767e-01	6.063239e+00	1.258551e+00	1
NLRP5	2538148	745928	223530	7	7	7	2	0	3	1.394364e+00	9.090177e-01	2.376474e+01	1.063372e+00	1
LSG1	1581806	416936	287916	2	2	2	4	0	20	1.334599e+00	9.090237e-01	6.317893e+00	1.641418e+00	1
ATP6V1B2	1130320	327046	268375	3	2	3	2	0	2	8.914738e-01	9.091284e-01	7.915013e+00	9.995630e-01	1
TMEM184C	1047304	284550	204742	2	2	2	1	0	20	2.118531e+00	9.091337e-01	5.076770e+00	1.283420e+00	1
SNAI3	583130	197672	47484	1	1	1	2	0	20	2.001477e+00	9.091892e-01	3.128208e+00	8.672680e-01	1
HTT	6835074	2033328	1249535	12	12	12	4	0	15	1.087847e+00	9.093672e-01	3.332775e+01	1.049517e+00	1
PLD1	2598476	677774	584675	7	7	7	2	0	9	1.377856e+00	9.093757e-01	1.668817e+01	1.340713e+00	1
SOCS5	1251808	336908	23814	1	1	1	0	0	20	1.282655e+00	9.093819e-01	3.417425e+00	2.419034e+00	1
TRIM71	1540484	479240	85919	3	3	3	0	0	20	1.510248e+00	9.093948e-01	8.876737e+00	8.743420e-01	1
MYO19	2154810	623416	350049	3	3	3	1	0	20	1.403984e+00	9.094047e-01	9.493612e+00	1.095062e+00	1
ECT2	2120308	564166	459853	4	4	4	1	0	20	1.185744e+00	9.095020e-01	7.223138e+00	7.642720e-01	1
SPTAN1	6111810	1616374	1174636	13	12	12	0	1	2	2.957622e-01	9.095113e-01	3.220921e+01	8.796190e-01	1
STRN4	1411008	417960	291498	1	1	1	1	1	16	1.036522e+00	9.095614e-01	6.081669e+00	8.811060e-01	1
GANC	2329728	631338	515327	4	3	4	2	1	20	1.185292e+00	9.095651e-01	8.302725e+00	1.379474e+00	1
CYP2B6	1146086	335920	184022	5	5	5	0	0	1	0	9.095671e-01	1.727159e+01	8.625610e-01	1
APEX2	1000550	306190	84109	4	4	4	1	0	2	1.339926e+00	9.096259e-01	1.030140e+01	1.183048e+00	1
SSH1	2308268	669972	311419	4	4	4	5	2	20	1.360758e+00	9.097228e-01	1.157439e+01	1.044354e+00	1
NPVF	469306	120542	64761	4	4	4	1	0	1	2.757743e+00	9.098748e-01	1.159851e+01	9.621950e-01	1
BTNL2	1051232	308256	120605	2	2	2	1	0	20	1.880976e+00	9.099807e-01	4.967192e+00	9.005680e-01	1
KERA	821052	224282	41363	3	2	3	4	0	20	1.765590e+00	9.101124e-01	2.857720e+00	8.349000e-01	1
KCNJ5	1290298	376416	93285	1	1	1	1	0	20	9.239613e-01	9.101315e-01	3.130231e+00	5.452660e-01	1
ACTRT2	817250	251006	23603	1	1	1	0	0	5	7.685938e-01	9.101352e-01	3.188686e+00	6.071200e-01	1
SLC39A3	643716	225450	24745	1	1	1	0	1	20	1.465771e+00	9.101627e-01	2.449432e+00	4.497000e-01	1
ACO1	2103452	601692	424061	4	4	4	1	0	4	7.250133e-01	9.102506e-01	1.343812e+01	8.550560e-01	1
GGA2	1386158	400140	325412	1	1	1	1	0	20	8.947772e-01	9.102878e-01	3.074743e+00	3.463190e-01	1
OTOL1	866296	263742	56655	2	2	2	0	0	4	9.463069e-01	9.103039e-01	5.170132e+00	1.446453e+00	1
ST7	1467228	402128	348385	1	1	1	2	0	20	8.230507e-01	9.103068e-01	2.454531e+00	4.956070e-01	1
APOH	823992	226252	165343	3	3	3	0	0	5	2.039322e+00	9.104122e-01	1.043334e+01	1.013661e+00	1
ADH4	890200	260832	178840	1	1	1	0	0	3	1.021851e+00	9.104784e-01	3.305689e+00	1.637437e+00	1
RBMS2	974174	279604	264254	1	1	1	0	0	20	1.389230e+00	9.105552e-01	2.209685e+00	2.251264e+00	1
GPR110	2125200	615524	287142	6	6	6	3	0	3	1.129778e+00	9.106180e-01	1.538402e+01	1.007185e+00	1
GUCY1A3	1631218	448564	152184	2	2	2	1	0	14	1.103538e+00	9.107476e-01	5.796597e+00	7.530010e-01	1
STXBP5L	2810968	774616	528800	4	4	4	2	0	16	1.216806e+00	9.107943e-01	1.083484e+01	1.050883e+00	1
ARHGAP27	1117170	331890	270494	1	1	1	0	0	20	1.027174e+00	9.108165e-01	3.090420e+00	5.439130e-01	1
RFX6	2104338	579920	367738	8	6	8	0	0	2	2.966900e-01	9.108860e-01	1.553368e+01	1.628640e+00	1
FAM175A	1047250	261814	207759	1	1	1	0	0	20	1.071607e+00	9.110365e-01	1.620430e+00	3.966140e-01	1
ADAM32	1492562	378326	277931	1	1	1	0	0	20	1.101422e+00	9.110887e-01	3.914488e+00	1.271953e+00	1
RPA1	1369356	372470	300606	1	1	1	0	0	20	8.712068e-01	9.111078e-01	2.723172e+00	7.435390e-01	1
CBLL1	1132254	328016	103188	1	1	1	3	0	20	1.109528e+00	9.111663e-01	2.697887e+00	4.552570e-01	1
SCRIB	2437014	819274	490267	5	5	5	3	0	20	1.350844e+00	9.112478e-01	1.558403e+01	1.016113e+00	1
ESRP2	1520454	506814	277281	4	4	4	0	0	5	8.908947e-01	9.112767e-01	9.528974e+00	9.031830e-01	1
PRPS2	712324	205498	129596	1	1	1	2	1	3	1.096549e+00	9.112872e-01	3.331961e+00	5.266900e-01	1
ACAA2	860566	256886	605848	2	2	2	0	0	1	0	9.113584e-01	6.506403e+00	8.027320e-01	1
DMBX1	835836	272688	64732	1	1	1	3	0	20	1.375652e+00	9.114210e-01	3.196424e+00	1.006591e+00	1
RGL2	1602722	551364	296210	2	2	2	0	0	20	9.244625e-01	9.115255e-01	4.667587e+00	1.488567e+00	1
CBS	1017850	299424	276811	1	1	1	2	0	20	1.306648e+00	9.115338e-01	3.440656e+00	5.366670e-01	1
GSDMA	825542	252802	131050	3	3	3	0	0	3	7.682640e-01	9.115808e-01	8.336338e+00	8.673180e-01	1
DEFB128	222306	59280	45452	1	1	1	0	0	2	0	9.116581e-01	3.176571e+00	6.228870e-01	1
FOXD4L1	868452	301346	24053	1	1	1	1	0	20	1.069943e+00	9.116767e-01	2.851789e+00	3.431400e-01	1
KRT35	1059130	315172	143361	2	2	2	4	0	20	1.668212e+00	9.117226e-01	5.653126e+00	8.569900e-01	1
HEATR1	5067620	1388176	877086	12	11	11	2	1	0	6.590999e-01	9.117631e-01	3.733817e+01	1.022083e+00	1
OR1S1	741012	220324	27537	1	1	1	2	0	20	1.602423e+00	9.118526e-01	1.628081e+00	5.265960e-01	1
ZNF99	2488814	579968	131242	7	7	7	0	4	6	1.779925e+00	9.118633e-01	1.990351e+01	8.926060e-01	1
UNC5CL	1114428	344800	147692	1	1	1	0	0	20	1.232749e+00	9.118855e-01	3.349614e+00	1.038579e+00	1
PLA2G6	1420152	418032	239234	1	1	1	1	2	20	5.839925e-01	9.119511e-01	3.082763e+00	8.775260e-01	1
CREB3L4	1030508	313202	198648	2	2	2	0	0	4	1.201991e+00	9.119820e-01	5.857381e+00	9.838690e-01	1
ALDH2	1004886	295442	212539	1	1	1	0	0	20	2.045676e+00	9.119857e-01	5.942415e+00	9.927580e-01	1
FBXO39	1045310	272688	64888	2	2	2	0	0	4	4.965600e-01	9.120328e-01	6.267599e+00	2.220620e+00	1
ZNF746	1121542	350794	109962	2	2	2	0	0	9	8.589953e-01	9.120584e-01	4.941256e+00	1.134504e+00	1
GPRIN3	1755694	542418	24420	3	3	3	2	0	20	1.272327e+00	9.121036e-01	6.601958e+00	8.469510e-01	1
DMC1	824064	219354	261654	2	2	2	0	0	3	3.215190e-01	9.121209e-01	5.435518e+00	9.904900e-01	1
PTCH1	3313602	984000	509709	11	11	11	3	1	5	1.321378e+00	9.121684e-01	2.733673e+01	1.149882e+00	1
GPRC6A	2166660	584896	122005	3	3	3	2	0	20	1.043048e+00	9.121795e-01	6.543324e+00	7.777110e-01	1
C1QTNF9	647158	195630	65265	2	1	2	2	0	19	1.734909e+00	9.121816e-01	1.761949e+00	4.394070e-01	1
ATP2B2	2898822	845734	439610	12	9	12	2	1	4	9.418197e-01	9.122093e-01	2.388945e+01	9.932850e-01	1
ARMCX3	874374	249964	24444	1	1	1	3	0	20	1.296800e+00	9.122247e-01	1.470667e+00	3.546920e-01	1
NLRP13	2460138	663942	231004	8	7	8	4	0	3	2.110310e+00	9.122775e-01	2.391841e+01	9.448720e-01	1
KLF5	857584	248976	62707	1	1	1	0	0	20	1.503181e+00	9.122937e-01	2.485679e+00	3.822560e-01	1
PUS7L	1661864	419906	155981	3	3	3	1	0	7	1.317831e+00	9.123060e-01	8.982382e+00	1.668621e+00	1
CTTN	1487892	388272	333794	2	2	2	0	0	20	1.248385e+00	9.123674e-01	6.324036e+00	1.112473e+00	1
C15orf27	1117500	330016	190578	2	2	2	0	0	20	1.640600e+00	9.124217e-01	5.020603e+00	2.190945e+00	1
ATP10D	3356284	943546	453112	9	8	9	0	0	16	1.739044e+00	9.124433e-01	2.010066e+01	9.403240e-01	1
C9orf41	811154	203528	142167	2	2	2	1	0	2	2.339600e+00	9.124700e-01	8.174331e+00	1.184609e+00	1
SULF2	1874632	502012	443633	4	4	4	1	0	10	1.227659e+00	9.125252e-01	1.274091e+01	1.192721e+00	1
AFF4	2775388	752880	454221	5	5	4	4	0	15	1.022097e+00	9.125955e-01	1.364744e+01	1.034921e+00	1
SUN1	1719798	509964	780741	2	2	2	0	0	12	7.622859e-01	9.126668e-01	5.585159e+00	8.945160e-01	1
GPBP1L1	1127326	312208	210221	2	2	2	0	1	15	1.448986e+00	9.127451e-01	4.077151e+00	1.278778e+00	1
SETMAR	722288	203546	20762	2	2	2	0	1	4	1.569207e+00	9.127462e-01	8.207853e+00	1.811803e+00	1
CLCA4	2155864	601704	284416	4	3	4	0	0	20	1.129776e+00	9.129544e-01	7.943771e+00	1.101182e+00	1
HBS1L	1600548	448552	348400	4	3	4	1	0	11	1.446359e+00	9.129859e-01	7.362138e+00	9.154860e-01	1
KIF23	2292178	605644	441477	4	4	4	0	0	3	2.257853e-01	9.130687e-01	1.307263e+01	1.050639e+00	1
EXOSC8	821052	200576	225182	1	1	1	0	0	20	1.620503e+00	9.132545e-01	2.565109e+00	7.536250e-01	1
PIK3C3	2147020	549346	494566	6	5	6	1	0	20	1.786590e+00	9.132670e-01	1.170846e+01	9.701670e-01	1
SP100	2595452	621446	604061	7	6	7	2	2	10	1.572357e+00	9.133036e-01	1.562263e+01	1.461439e+00	1
NUCB1	1015760	287532	217308	2	1	2	1	0	20	7.900019e-01	9.134895e-01	1.612324e+00	4.782350e-01	1
HIVEP1	6230412	1838692	187575	14	13	14	2	0	8	1.179264e+00	9.135362e-01	3.700971e+01	8.970720e-01	1
NCKAP5L	2127408	736772	205325	3	3	3	1	0	20	9.139123e-01	9.135618e-01	6.470049e+00	3.743748e+00	1
RBM46	1212144	331932	69982	2	2	2	0	0	10	1.288288e+00	9.135772e-01	5.099997e+00	1.764226e+00	1
SLC28A1	1483024	459426	341713	2	2	2	0	0	8	7.213989e-01	9.135772e-01	4.330423e+00	1.732610e+00	1
PTAFR	780526	228228	24120	1	1	1	1	0	20	1.902457e+00	9.135849e-01	3.205017e+00	7.533670e-01	1
CFI	1411846	354686	257626	1	1	1	1	0	20	9.765725e-01	9.136184e-01	3.142082e+00	5.221730e-01	1
APLP2	1767502	448540	345057	4	4	4	2	0	1	9.425090e-01	9.136566e-01	1.511606e+01	1.202445e+00	1
DBNL	848890	228288	205559	1	1	1	0	1	20	1.233761e+00	9.137661e-01	1.624342e+00	3.983250e-01	1
KIAA0100	5440862	1586710	801515	7	7	7	7	2	20	1.107824e+00	9.138031e-01	2.356268e+01	1.062943e+00	1
ANXA10	788496	194654	259273	2	2	2	0	0	5	1.844313e+00	9.138056e-01	5.648553e+00	9.630690e-01	1
DUOX2	3229790	973192	580204	6	6	6	5	0	12	1.273746e+00	9.138306e-01	1.744457e+01	1.042484e+00	1
WDR92	1107578	303328	392010	1	1	1	1	0	20	1.003024e+00	9.138989e-01	2.303799e+00	3.584470e-01	1
ACACB	5652204	1636092	1100157	11	11	10	7	0	20	1.099694e+00	9.141862e-01	2.733473e+01	1.085648e+00	1
POU2F1	1662744	537454	294715	2	2	2	1	1	7	7.427205e-01	9.142759e-01	5.387626e+00	1.200759e+00	1
CEP350	6244840	1680246	404421	26	22	26	5	0	1	1.141221e+00	9.143018e-01	5.717650e+01	1.024155e+00	1
SUSD2	1612794	501036	234229	5	5	5	0	0	20	1.742484e+00	9.143222e-01	1.038925e+01	1.018470e+00	1
GRIK4	1923492	550280	345394	3	3	3	1	0	5	9.504467e-01	9.143643e-01	1.385199e+01	9.578840e-01	1
DCAF8	1367368	379380	234269	3	3	3	2	0	20	1.473392e+00	9.143970e-01	5.942304e+00	9.485180e-01	1
ITPR2	6475466	1705318	1160009	18	15	18	7	0	11	1.414713e+00	9.144624e-01	3.576224e+01	1.298616e+00	1
USP45	1947234	502862	325280	7	7	7	1	0	1	4.355559e-01	9.145702e-01	2.021124e+01	8.337090e-01	1
MKL2	2435420	725192	650345	7	7	7	2	0	9	1.555401e+00	9.147410e-01	1.578963e+01	1.030306e+00	1
KDM2B	2932402	823986	463202	5	5	5	5	1	20	1.623173e+00	9.148084e-01	1.994487e+01	8.946400e-01	1
CHPF	1396594	485922	68355	2	2	2	2	0	20	1.157436e+00	9.148278e-01	5.802588e+00	1.109346e+00	1
GCM1	1034448	273676	105199	1	1	1	1	0	20	9.371173e-01	9.148542e-01	1.497648e+00	3.931990e-01	1
AGFG1	1275478	380374	252135	1	1	1	0	0	20	9.610875e-01	9.149213e-01	2.532390e+00	3.797510e-01	1
THUMPD3	1208354	325058	188445	1	1	1	2	0	20	1.436860e+00	9.149656e-01	3.571380e+00	1.109857e+00	1
MYEOV	629374	221318	25484	2	2	2	0	0	2	5.877161e-01	9.150769e-01	9.274260e+00	1.389272e+00	1
AKR7A2	687612	199564	130839	1	1	1	0	0	9	1.069581e+00	9.150889e-01	2.498751e+00	4.163850e-01	1
HDLBP	2935444	816112	513667	8	8	8	4	0	10	1.317986e+00	9.150926e-01	1.968702e+01	1.186096e+00	1
EPB41L4B	1988850	558220	542713	3	3	3	1	0	20	1.166305e+00	9.151126e-01	7.041365e+00	1.227205e+00	1
KIF5B	2340596	584896	494635	6	6	6	0	0	0	0	9.151647e-01	2.524367e+01	1.077591e+00	1
SH2B2	493982	159056	51813	1	1	1	1	0	5	1.335376e+00	9.151997e-01	2.877293e+00	4.953130e-01	1
VCX3A	157218	36586	10198	1	1	1	0	0	1	1.127448e+00	9.153540e-01	3.248310e+00	3.710260e-01	1
TAPBPL	1072968	343824	154258	1	1	1	1	1	20	1.407286e+00	9.154299e-01	3.090092e+00	8.274550e-01	1
KIAA1614	2328728	796334	138509	6	6	6	3	0	5	8.692590e-01	9.156483e-01	1.421241e+01	8.894430e-01	1
CSMD2	8369318	2455168	1326939	26	24	25	11	0	20	1.747840e+00	9.157602e-01	5.710005e+01	8.877450e-01	1
PRPF4	1248838	348764	286032	3	3	3	2	0	3	1.077046e+00	9.157883e-01	1.168891e+01	1.255783e+00	1
TDRD10	1086788	320100	250054	2	2	2	3	0	15	1.415529e+00	9.158585e-01	4.924554e+00	1.373926e+00	1
CSDE1	1994808	544394	386565	5	5	4	1	2	9	1.584387e+00	9.158770e-01	1.155321e+01	9.160010e-01	1
DGKI	2253742	621488	654359	7	7	7	2	2	4	1.420107e+00	9.159128e-01	2.131859e+01	1.305050e+00	1
ZDHHC21	618530	171918	133802	1	1	1	1	0	4	2.100990e+00	9.159336e-01	3.836746e+00	1.043233e+00	1
SMAD1	1100638	297388	127318	1	1	1	2	0	13	1.141190e+00	9.159784e-01	3.168985e+00	6.898880e-01	1
ACOT7	958426	287526	212366	1	1	1	0	0	8	9.032247e-01	9.160138e-01	3.280976e+00	9.000670e-01	1
SCYL3	1998766	563166	308181	6	6	6	2	0	5	1.492591e+00	9.162116e-01	1.793294e+01	1.014169e+00	1
TNFAIP8	375368	90878	15099	1	1	1	1	0	4	2.535280e+00	9.162823e-01	2.990673e+00	5.595060e-01	1
PTGER4	1043250	342800	45248	1	1	1	2	0	20	9.909461e-01	9.163169e-01	2.446167e+00	5.815740e-01	1
KIF2C	1735982	469318	516773	2	2	2	0	1	20	1.289376e+00	9.164582e-01	6.395242e+00	1.491612e+00	1
SCP2	1310130	336920	341215	1	1	1	0	0	7	6.150469e-01	9.165413e-01	2.356475e+00	4.507930e-01	1
WDHD1	2714072	716306	504066	4	4	4	2	0	20	8.317452e-01	9.165573e-01	8.150454e+00	8.598390e-01	1
FCHO2	1135792	330884	209884	3	3	3	1	0	11	1.167298e+00	9.165887e-01	5.788270e+00	6.818770e-01	1
KIAA0907	1352560	413966	559548	4	4	4	1	0	9	1.601266e+00	9.165968e-01	1.063485e+01	8.836170e-01	1
NACA	4169716	1611992	152070	8	7	8	1	0	14	1.050177e+00	9.166776e-01	1.806651e+01	2.100730e+00	1
DBN1	1459282	431762	274827	4	4	4	0	0	4	7.167018e-01	9.167109e-01	1.206374e+01	1.035247e+00	1
NFATC1	1822688	597016	200086	5	5	5	1	0	5	8.218355e-01	9.167757e-01	1.255117e+01	1.151365e+00	1
YTHDC1	1719150	452516	331710	3	3	3	0	0	7	3.722895e-01	9.167823e-01	8.802860e+00	1.028333e+00	1
GORASP1	965360	304328	178352	1	1	1	0	0	12	1.278473e+00	9.168856e-01	2.707668e+00	4.799170e-01	1
RNF130	827944	233168	265966	1	1	1	1	0	20	1.464530e+00	9.168951e-01	2.309591e+00	6.518060e-01	1
ST8SIA6	813106	216360	123435	2	2	2	0	0	4	7.005750e-01	9.169060e-01	6.150820e+00	1.255263e+00	1
PRPF31	1060208	313220	218478	2	2	2	0	0	8	1.081201e+00	9.169586e-01	5.729206e+00	1.942715e+00	1
CENPN	991946	252928	238834	1	1	1	0	0	20	1.419011e+00	9.169815e-01	2.659852e+00	5.734940e-01	1
ZNF195	1340716	315172	63248	1	1	1	1	0	20	9.371325e-01	9.171221e-01	1.657885e+00	3.732110e-01	1
IFT140	3552346	1035574	564007	7	7	7	5	0	9	1.274401e+00	9.171581e-01	2.389433e+01	9.437200e-01	1
SPTBN5	4579914	1387320	599325	6	6	6	3	1	8	1.063865e+00	9.172375e-01	2.448469e+01	1.043781e+00	1
OR4A16	747928	219336	24481	1	1	1	1	0	10	1.746826e+00	9.172443e-01	2.937596e+00	4.781430e-01	1
MTMR2	1470138	404092	282579	2	2	2	1	0	6	4.668217e-01	9.172471e-01	4.921349e+00	7.386930e-01	1
RASAL1	1540238	477186	351365	5	5	5	0	0	3	5.913368e-01	9.172667e-01	1.517577e+01	1.511310e+00	1
DHX35	1670738	482150	450723	2	2	2	1	0	20	9.124006e-01	9.172902e-01	4.064155e+00	7.501420e-01	1
NHEJ1	707414	202540	142682	1	1	1	1	0	20	1.748195e+00	9.173375e-01	1.923216e+00	5.161580e-01	1
SERPINH1	897056	269706	72211	1	1	1	1	0	17	1.178236e+00	9.173381e-01	3.164780e+00	1.201593e+00	1
MBTPS1	2446216	698498	434818	3	3	3	1	0	20	1.111297e+00	9.173738e-01	9.053790e+00	1.411888e+00	1
MAPKBP1	3410474	1060094	596249	6	6	6	4	0	10	1.015365e+00	9.174066e-01	1.706624e+01	1.226791e+00	1
KRT1	1305992	383290	184485	6	6	6	4	0	2	1.725493e+00	9.175729e-01	1.605005e+01	1.111250e+00	1
NUP85	1566980	437684	384636	1	1	1	1	2	20	1.224393e+00	9.175845e-01	5.303559e+00	1.445910e+00	1
SLCO3A1	1419750	444600	181245	5	5	5	0	1	1	7.441785e-01	9.175940e-01	1.852295e+01	8.476770e-01	1
TULP2	1224138	352722	240778	2	2	2	0	0	20	1.271560e+00	9.176730e-01	4.823705e+00	1.041421e+00	1
ZNF594	1936510	453492	28242	2	2	2	2	0	11	8.640559e-01	9.177035e-01	3.999235e+00	5.912390e-01	1
FAM189B	1216916	417816	214187	2	2	2	0	0	20	1.085789e+00	9.177198e-01	3.985243e+00	9.656500e-01	1
PRSS12	1804058	507826	260483	3	3	3	0	0	6	4.739339e-01	9.177264e-01	8.280614e+00	1.045638e+00	1
HIST1H2BO	574028	189696	48576	1	1	1	1	0	20	1.357719e+00	9.177574e-01	1.552565e+00	3.315200e-01	1
SLPI	320106	84968	84587	1	1	1	0	0	3	1.475988e+00	9.178502e-01	2.336550e+00	3.487710e-01	1
TADA1	792334	225252	164621	1	1	1	1	0	5	1.058491e+00	9.179493e-01	2.405229e+00	4.784790e-01	1
ZBTB1	1550700	370626	34228	1	1	1	0	0	20	6.812280e-01	9.179864e-01	1.707148e+00	3.329110e-01	1
CD1D	734090	217366	105300	3	3	3	1	0	4	1.033286e+00	9.180385e-01	7.672261e+00	9.881160e-01	1
IRF4	935720	257886	139727	2	2	2	0	1	4	1.735200e+00	9.181097e-01	8.602052e+00	1.009211e+00	1
ZNF91	2811860	695552	79087	12	9	12	0	0	2	1.055113e+00	9.181160e-01	2.958236e+01	1.148907e+00	1
MYLK4	947558	236138	227225	2	2	2	0	0	4	1.987739e+00	9.181356e-01	6.817074e+00	1.033608e+00	1
DTX4	1110038	358482	84497	2	2	2	2	0	19	1.527017e+00	9.181839e-01	5.278839e+00	1.114611e+00	1
CHST11	823968	227228	66957	1	1	1	2	0	20	1.411639e+00	9.182340e-01	2.702257e+00	4.165900e-01	1
ZNF17	1580794	385320	60516	6	6	6	0	0	9	2.103566e+00	9.183071e-01	1.228249e+01	1.271384e+00	1
CHAF1B	1308160	385332	264649	2	2	2	1	0	20	1.146121e+00	9.184010e-01	3.995136e+00	1.581195e+00	1
HECTD3	1788280	521670	423338	3	2	3	0	1	13	7.130287e-01	9.184297e-01	5.484966e+00	7.688800e-01	1
LIPH	1078908	293442	206891	1	1	1	1	0	19	1.521896e+00	9.186022e-01	3.142962e+00	4.459260e-01	1
FMO3	1267616	337902	225231	4	4	4	3	0	6	1.705547e+00	9.187333e-01	9.746033e+00	9.763030e-01	1
